#名前,職,index,タイプ,名称,系統,条件,サブ条件,条件備考,効果,サブ効果,効果備考,対象,サブ対象,対象備考,備考,武器名
,,,c,対竜討伐資料,killer,vs_dragon,,,adup,,,self,,,,
パーシェル,K,43,1,信仰心,buff_self,wave_start,,,dup,,,self,,,,
,,,2,神の恩寵,heal,wave_start,,,heal_all,,,all,,,,
,,,c,神の威光,heal,wave_start,,,heal_all,,,all,,,,
ウェイン,K,44,1,守護者,buff_self,any,,,guardup,,,self,,,,
,,,2,騎士の結束,buff_others,any,,,adup,,,job_k,,,,
,,,w,聖域の誇り,buff_self,any,,,adup,,,self,,,,ラールディン
,,,,,buff_self,guard,,3回以上,aup,,,self,,,,
,,,c,守護者の護衛,buff_self,any,,,aup,,,self,,,,
,,,,,buff_self,any,,,guardup,,,self,,,,
ディード,K,45,1,神速,buff_self,any,,,sup,,,self,,,,
,,,2,自由の槍,add_debuff,attack,,,down,,,enemy,,,,
,,,c,呪縛からの解放,for_debuff,for_down,,,aup,,,self,,,,
ミリエル,K,46,1,白鋼の槍術,for_debuff,for_slow,,,aup,,,self,,,,
,,,2,白鋼の鎧,buff_self,boss_wave,,,dup,,,self,,,,
,,,c,白鋼の光,for_debuff,for_slow,,,aup,,,self,,,,
,,,,,,,,,,,,,,,,
ミシディア,A,1,1,市街戦闘,field,in_town,,,adsup,,,self,,,,
,,,,,field,in_castle,,,adsup,,,self,,,,
,,,c,街の警備団,field,in_town,,,adup,,,self,,,,
オットー,A,2,c,小銭入れ,resource,battle_end,,,goldup,,,resource,,,,
サビオ,A,3,c,観測手,buff_self,shoot,,,aup,,,self,,,,
パトリシア,A,4,1,商才,resource,battle_end,,,goldup,,,resource,,,,
,,,c,小銭入れ,resource,battle_end,,,goldup,,,resource,,,,
ワーグマン,A,5,1,荒地戦闘,field,in_wasteland,,,adsup,,,self,,,,
,,,,,field,in_battlefield,,,adsup,,,self,,,,
,,,c,荒野歩行,field,in_wasteland,,,adup,,,self,,,,
ミル,A,6,1,暗闇特効,for_debuff,for_blind,,,aup,,,self,,,,
,,,c,対暗闇戦術,for_debuff,for_blind,,,aup,,,self,,,,
シェダ,A,7,1,土妖精の肉体,heal,wave_start,,,heal_self,,,self,,,,
,,,c,救護,heal,wave_start,,,heal_self,,,self,,,,
コロナ,A,8,1,マナの素養,mana,battle_start,,,mana_charge,,,resource,,,,
,,,c,炎の守り,buff_self,any,,,guard_fire,,,self,,,,
フェイスレス,A,9,1,奥義,skillup,any,,,skill_atkup,,,self,,,,
,,,c,マナの共鳴,skillup,any,,,skill_atkup,,,self,,,,
キリエ,A,10,1,復讐,buff_self,dropout_member,,,aup_m,,,self,,,,
,,,c,援護射撃,buff_self,shoot,,,aup,,,self,,,,
エマ,A,11,1,旅の秘訣,resource,battle_end,,,ap_recover,,,resource,,,,
,,,c,戦闘作法・上級,resource,battle_end,,,expup,,,resource,,,,
ニキ,A,12,1,祝福,resource,battle_end,,,expup,,,resource,,,,
,,,c,戦闘作法・上級,resource,battle_end,,,expup,,,resource,,,,
エンヴィ,A,13,1,大商才,resource,battle_end,,,goldup,,,resource,,,,
,,,c,がまぐち,resource,battle_end,,,goldup,,,resource,,,,
チャム＝チャム,A,14,1,プラス思考,in_debuff,in_poison,,,adup,,,self,,,,
,,,,,in_debuff,in_slow,,,adup,,,self,,,,
,,,,,in_debuff,in_blind,,,adup,,,self,,,,
,,,c,起死回生,in_debuff,in_debuff,,,aup,,,self,,,,
ヤーウッド,A,15,1,万全の態勢,buff_self,hp_full,,,aup,,,self,,,,
,,,2,戦術家の戦い方,buff_self,boss_wave,,,aup,,,self,,,,
,,,c,戦術家の助け,buff_self,boss_wave,,,adup,,,self,,,,
ティフォ,A,16,1,痺れ薬,add_debuff,attack,,,slow,,,enemy,,,,
,,,2,万全の態勢,buff_self,hp_full,,,aup,,,self,,,,
,,,c,千河の毒,add_debuff,attack,,,slow,,,enemy,,,,
リーニャ,A,17,1,マナの素養,mana,battle_start,,,mana_charge,,,resource,,,,
,,,2,慈愛,heal,wave_start,,,heal_all,,,all,,,,
,,,c,癒しの木漏れ日,heal,wave_start,,,heal_all,,,all,,,,
クラリス,A,18,1,キルアップ,buff_self,kill,,,aup,,,self,,,,
,,,2,衝動,buff_self,dropout_member,,,aup_m,,,self,,,,
,,,c,復讐心,buff_self,dropout_member,,,aup_m,,,self,,,,
フィリップ,A,19,1,森林戦闘,field,in_forest,,,adsup,,,self,,,,
,,,2,後方攻撃支援,buff_all,in_sub,,,aup,,,all,,,,
,,,c,森王の導き,field,in_forest,,,adup,,,self,,,,
ウィリアム＝マサチューセッツ,A,20,1,影王狼の革鎧,against_debuff,any,,,guard_blind,,,self,,,,
,,,2,サイレントスナイパー,buff_self,any,,,rup,,,self,,,,
,,,c,ウルフスコープ,buff_self,any,,,rup,,,self,,,,
,,,,,against_debuff,any,,,guard_blind,,,self,,,,
イッシー,A,21,1,荒地戦闘,field,in_wasteland,,,adsup,,,self,,,,
,,,,,field,in_battlefield,,,adsup,,,self,,,,
,,,2,破魔の呪符,skillup,any,,,skill_atkup,,,self,,,,
,,,c,荒地歩行術,field,in_wasteland,,,adup,,,self,,,,
オネット,A,22,1,マシナリーメンテナンス,against_debuff,any,,,guard_poison,,,self,,,,
,,,,,against_debuff,any,,,guard_blind,,,self,,,,
,,,,,against_debuff,any,,,guard_slow,,,self,,,,
,,,2,オートマタシミュレート,buff_jobs,any,,,adup,,,job_a,,,,
,,,,,buff_weapons,any,,,cup,,,weapon_ar,,,,
,,,c,マシナリーリカバリー,against_debuff,any,,,guard_poison,,,self,,,,
,,,,,against_debuff,any,,,guard_blind,,,self,,,,
,,,,,against_debuff,any,,,guard_slow,,,self,,,,
カルネロ,A,23,1,覚醒,buff_self,hp_downto,,,adup,,,self,,,,
,,,2,豹の祝福,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,buff_self,any,,,maxhpup,,,self,,,,
,,,c,野の利,combat,attack,,,combat,,,self,,,,
アルミルス,A,24,1,魔神の波動,mana,wave_start,,,mana_boost,,,resource,,,,
,,,2,喪失への怒り,buff_self,dropout_member,,,aup_m,,,self,,,,
,,,c,執着心,buff_self,dropout_member,,,aup_m,,,self,,,,
ムジカ,A,25,1,吸魂,mana,kill,,,mana_drop,,,resource,,,,
,,,2,響く音色,heal,wave_start,,,heal_all,,,all,,,,
,,,c,安らぎの旋律,heal,wave_start,,,heal_all,,,all,,,,
サーシャ,A,26,1,後方防御支援,buff_all,in_sub,,,dup,,,all,,,,
,,,2,流星の矢,for_debuff,for_poison,,,aup,,,self,,,,
,,,,,for_debuff,for_blind,,,aup,,,self,,,,
,,,,,for_debuff,for_slow,,,aup,,,self,,,,
,,,c,流星の導き,for_debuff,for_poison,,,aup,,,self,,,,
,,,,,for_debuff,for_blind,,,aup,,,self,,,,
,,,,,for_debuff,for_slow,,,aup,,,self,,,,
ハジャダ,A,27,1,目潰し,add_debuff,attack,,,blind,,,enemy,,,,
,,,2,大物喰い,buff_self,boss_wave,,,aup,,,self,,,,
,,,w,狩人の本能,mana,battle_start,,,mana_charge,,,resource,,,,テンペステイド
,,,,,buff_self,in_combo,,,asup_m,,,self,,,,
,,,c,千の矢,add_debuff,attack,,,blind,,,enemy,,,,
ファルリン,A,28,1,旅の秘訣,resource,battle_end,,,ap_recover,,,resource,,,,
,,,2,英雄を書き記す詩,skillup,skill,,,skill_boost,,,self,,,,
,,,c,石竜子の詩,killer,vs_lizard,,,adup,,,self,,,,
ブリサ,A,29,1,毒薬,add_debuff,attack,,,poison,,,enemy,,,,
,,,2,酔弓,buff_self,wave_start,,,asup,,,self,,,,
,,,c,酒精,add_debuff,attack,,,poison,,,enemy,,,,
カタリス,A,30,1,魔神の再生力,heal,any,,,heal_cycle,,,self,,,,
,,,2,黒龍への愛,buff_self,hp_upto,,,aup,,,self,,,,
,,,,,buff_self,wave_start,hp_upto,,aup,,,self,,,,
,,,c,再生力,heal,any,,,heal_cycle,,,self,,,,
ニーナ,A,31,1,暗殺者の身体,against_debuff,any,,,guard_slow,,,self,,,,
,,,,,against_debuff,any,,,guard_blind,,,self,,,,
,,,2,芽生えた感情,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,c,暗殺者の秘薬,against_debuff,any,,,guard_poison,,,self,,,,
,,,,,against_debuff,any,,,guard_blind,,,self,,,,
ティグレ,A,32,1,毒薬,add_debuff,attack,,,poison,,,enemy,,,,
,,,2,白虎の猛襲,buff_self,boss_wave,,,aup,,,self,,,,
,,,c,虎毒,add_debuff,attack,,,poison,,,enemy,,,,
パロマ,A,33,1,手当,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,2,守護獣探し,resource,battle_end,,,expup,,,resource,,,,
,,,c,森の祝福,resource,battle_end,,,expup,,,resource,,,,
アルティナ,A,34,1,エルフの掟,buff_self,hp_upto,,,adup,,,self,,,,
,,,2,マナの天分,mana,battle_start,,,mana_charge,,2個,resource,,,,
,,,c,エルフの教え,buff_self,hp_upto,,,adup,,,self,,,,
グレタ,A,35,1,お色直し,heal,wave_start,,,heal_all,,,all,,,,
,,,2,空回る女子力,buff_self,any,,,aup,,,self,,,,
,,,c,女子腕力,buff_self,any,,,aup,,,self,,,,
,,,,,heal,wave_start,,,heal_all,,,all,,,,
,,,,,,,,,,,,,,,,
カトリ,P,1,c,看護,heal,wave_start,,,heal_one,,,hp_worst,,,,
マリナ,P,2,1,ダウン耐性,against_debuff,any,,,guard_down,,,self,,,,
,,,c,助手,buff_self,any,,,healup,,,self,,,,
ローザ,P,3,c,看護,heal,wave_start,,,heal_one,,,hp_worst,,,,
ラティ,P,4,1,広き心,buff_self,any,,,areaup,,,self,,,,
,,,c,少し広い心,buff_self,any,,,areaup,,,self,,,,
ケイト,P,5,1,敬虔な祈り,buff_self,any,,,healup,,,self,,,,
,,,c,助手,buff_self,any,,,healup,,,self,,,,
メルヴィナ,P,6,1,毒耐性,against_debuff,any,,,guard_poison,,,self,,,,
,,,c,毒耐性,against_debuff,any,,,guard_poison,,,self,,,,
ヨハン,P,7,1,広き心,buff_self,any,,,areaup,,,self,,,,
,,,c,癒しの心,buff_self,any,,,healup,,,self,,,,
ロイ,P,8,1,敬虔な祈り,buff_self,any,,,healup,,,self,,,,
,,,c,真心,heal,wave_start,,,heal_all,,,all,,,,
ミノリ,P,9,1,快癒の祈祷,heal,wave_start,,,heal_all,,,all,,,,
,,,c,護衛戦法,buff_self,any,,,dup,,,self,,,,
ウィヴェア,P,10,1,封印耐性,against_debuff,any,,,guard_seal,,,self,,,,
,,,2,友愛のヴィンテージ,buff_self,any,,,healareaup,,,self,,,,
,,,c,迎え酒,against_debuff,any,,,guard_seal,,,self,,,,
セレージャ,P,11,1,森林戦闘,field,in_forest,,,adsup,,,self,,,,
,,,2,再生,heal,any,,,heal_cycle,,,self,,,,
,,,c,爛漫,field,in_forest,,,adup,,,self,,,,
ヴァネッサ,P,12,1,癒しの基準,buff_self,any,,,healup,areadown_self,,self,,,,
,,,,,buff_self,combat,,,healdelayoff,,,self,,,,
,,,2,慈愛,heal,wave_start,,,heal_all,,,all,,,,
,,,c,集中回復,buff_self,any,,,healup,areadown_self,,self,,,,
ライラ,P,13,1,慈愛,heal,wave_start,,,heal_all,,,all,,,,
,,,2,祝福,resource,battle_end,,,expup,,,resource,,,,
,,,c,神秘,resource,battle_end,,,expup,,,resource,,,,
,,,,,heal,wave_start,,,heal_all,,,all,,,,
パポラ,P,14,1,山地戦闘,field,in_upland,,,adsup,,,self,,,,
,,,,,field,in_snow,,,adsup,,,self,,,,
,,,2,凍結耐性,against_debuff,any,,,guard_freeze,,,self,,,,
,,,c,雪の妖精,field,in_snow,,,adup,,,self,,,,
オリアーナ,P,15,1,広き心,buff_self,any,,,areaup,,,self,,,,
,,,2,手当,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,c,戦場医療術,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,,,against_debuff,any,,,guard_poison,,,self,,,,
アデル,P,16,1,敬虔な祈り,buff_self,any,,,healup,,,self,,,,
,,,2,マナの素養,mana,battle_start,,,mana_charge,,,resource,,,,
,,,c,慈悲深き心,mana,battle_start,,,mana_charge,,,resource,,,,
アリエッタ,P,17,1,手当,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,2,安らぎの花,buff_self,any,,,healareaup,,,self,,,,
,,,c,花心,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,,,against_debuff,any,,,guard_slow,,,self,,,,
ノエル,P,18,1,敬虔な祈り,buff_self,any,,,healup,,,self,,,,
,,,2,広き心,buff_self,any,,,areaup,,,self,,,,
,,,c,決意の祈り,buff_self,any,,,healup,,,self,,,,
メイド長,P,19,1,手当,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,2,メイド道,skillup,any,,,skill_atkup,,,self,,,,
,,,,,buff_self,combat,,,healdelayoff,,,self,,,,
,,,c,メイドの仕事,skillup,any,,,skill_atkup,,,self,,,,
,,,,,add_debuff,skill,,,poison,,,enemy,,,,
スミレ,P,20,1,広き心,buff_self,any,,,areaup,,,self,,,,
,,,2,電撃の湯,resource,battle_end,,,expup,,,resource,,,,
,,,c,番頭巫女,resource,battle_end,,,expup,,,resource,,,,
マリエール,P,21,1,聖衣エウカリスト,buff_self,any,,,healareaup,,,self,,,,
,,,2,セイクリッドウォール,buff_others,any,,,dup,,,others,,,,
,,,c,光のカーテン,buff_self,any,,,areaup,,,self,,,,
タノウェイ,P,22,1,広き心,buff_self,any,,,areaup,,,self,,,,
,,,2,ぴぱぴぴぴ,mana,wave_start,,,mana_boost,,,resource,,,,
,,,c,導きの声,buff_self,any,,,healup,,,self,,,,
ヘロディア,P,23,1,強引な取材,buff_self,any,,,healup,,,self,,,,
,,,,,buff_self,combat,,,healdelayoff,,,self,,,,
,,,2,英雄資質,buff_all,in_sub,,,dup,,,all,,,,
,,,c,密着取材,buff_all,in_sub,,,aup,,,all,,,,
フィーナ,P,24,1,手当,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,2,義勇軍への声援,buff_all,in_sub,,,adup,,,all,,,,
,,,c,フィーナの手当,heal,wave_start,,,heal_one,,,hp_worst,,,,
リリス,P,25,1,聖女の祈り,buff_self,any,,,healareaup,,,self,,,,
,,,2,選別者の奇跡,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,c,選別者の言葉,heal,wave_start,,,heal_one,,,hp_worst,,,,
メイド姉,P,26,1,メイドの嗜み,buff_self,any,,,healup,,,self,,,,
,,,2,勇者を継ぐ者,heal,wave_start,,,heal_all,,,all,,,,
,,,c,メイドの手助け,buff_self,any,,,healup,,,self,,,,
,,,,,skillup,any,,,skill_atkup,,,self,,,,
,,,,,,,,,,,,,,,,
ヨッタ＝ヨッタ,M,1,c,懐刀,buff_self,any,,,aup,,,self,,,,
クリスティン,M,2,c,微光の剣,killer,vs_black,,,aup,,,self,,,,
ゲッベルツ,M,3,c,守備協力,buff_self,any,,,dup,,,self,,,,
ミーナ,M,4,c,守備協力,buff_self,any,,,dup,,,self,,,,
カルデア,M,5,1,光明のお守り,against_debuff,any,,,guard_blind,,,self,,,,
,,,c,光明のお守り,against_debuff,any,,,reduce_blind,,,self,,,,
チャーノ,M,6,c,守備協力,buff_self,any,,,dup,,,self,,,,
ハキム,M,7,c,守備協力,buff_self,any,,,dup,,,self,,,,
リーゼロッテ,M,8,c,秘密の巻物,skillup,any,,,skill_atkup,,,self,,,,
パルナ,M,9,1,一心同体の絆,buff_self,same_abilities,,,adup,,,self,,,,
,,,c,炎の守り,buff_self,any,,,guard_fire,,,self,,,,
プルナ,M,10,1,一心同体の絆,buff_self,same_abilities,,,adup,,,self,,,,
,,,c,氷の守り,buff_self,any,,,guard_ice,,,self,,,,
シエン,M,11,1,毒特効,for_debuff,for_poison,,,aup,,,self,,,,
,,,c,対毒戦術,for_debuff,for_poison,,,aup,,,self,,,,
ゴルネッサ,M,12,1,リザードキラー,killer,vs_lizard,,,aup,,,self,,,,
,,,c,爬虫類百科,killer,vs_lizard,,,adup,,,self,,,,
クラウス,M,13,1,氷の武器,element,attack,,,ice,,,self,,,,
,,,c,氷の壁,buff_self,any,,,guard_ice,,,self,,,,
ミニモ,M,14,1,手当,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,c,緊急治療,heal,wave_start,,,heal_one,,,hp_worst,,,,
トト,M,15,1,炎の武器,element,attack,,,fire,,,self,,,,
,,,c,炎の壁,buff_self,any,,,guard_fire,,,self,,,,
フィオナ,M,16,1,復讐,buff_self,dropout_member,,,aup_m,,,self,,,,
,,,c,援護射撃,buff_self,shoot,,,aup,,,self,,,,
ビルギット,M,17,1,マナの素養,mana,battle_start,,,mana_charge,,,resource,,,,
,,,c,援護射撃,buff_self,shoot,,,aup,,,self,,,,
ネルヴァ,M,18,1,マナの素養,mana,battle_start,,,mana_charge,,,resource,,,,
,,,c,護衛戦法,buff_self,any,,,dup,,,self,,,,
アイザック,M,19,1,手当,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,c,暗闇耐性,against_debuff,any,,,guard_blind,,,self,,,,
ウーヴィア,M,20,1,慈愛,heal,wave_start,,,heal_all,,,all,,,,
,,,c,真心,heal,wave_start,,,heal_all,,,all,,,,
ヨナ,M,21,1,炎の武器,element,attack,,,fire,,,self,,,,
,,,c,炎の壁,buff_self,any,,,guard_fire,,,self,,,,
ルンデルハウス＝コード,M,22,1,魔術師の籠手,mana,battle_start,,,mana_charge,,,resource,,,,
,,,c,援護射撃,buff_self,shoot,,,aup,,,self,,,,
マリク,M,23,1,マナの素養,mana,battle_start,,,mana_charge,,,resource,,,,
,,,2,癒しの絨毯,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,c,付与魔術,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,,,against_debuff,any,,,guard_blind,,,self,,,,
ディ・ロ,M,24,1,死霊との疎通,mana,kill,,,mana_drop,,,resource,,,,
,,,2,墓守の悲哀,buff_self,hp_downto,,,aup,,,self,,,,
,,,c,熱いの嫌い,field,in_desert,,,adup,,,self,,,,
,,,,,field,in_beach,,,adup,,,self,,,,
メラヒム,M,25,1,氷の武器,element,attack,,,ice,,,self,,,,
,,,2,研究オーラ,against_debuff,any,,,guard_poison,,,self,,,,
,,,,,against_debuff,any,,,guard_blind,,,self,,,,
,,,c,毒物研究,against_debuff,any,,,guard_poison,,,self,,,,
,,,,,against_debuff,any,,,guard_blind,,,self,,,,
ロクサーナ,M,26,1,旅の秘訣,resource,battle_end,,,ap_recover,,,resource,,,,
,,,2,演奏話術,buff_all,in_sub,,,dsup,,,all,,,,
,,,c,砂漠に響く歌声,field,in_desert,,,adup,,,self,,,,
パボア,M,27,1,森林戦闘,field,in_forest,,,adsup,,,self,,,,
,,,2,強気,buff_self,hp_upto,,,adup,,,self,,,,
,,,c,孔雀の住処,field,in_forest,,,adup,,,self,,,,
フィ＝フィ,M,28,1,炎の武器,element,attack,,,fire,,,self,,,,
,,,2,祝祭の炎,skillup,any,,,skill_atkup,,,self,,,,
,,,c,炎の友達,skillup,any,,,skill_atkup,,,self,,,,
,,,,,buff_self,any,,,guard_fire,,,self,,,,
シャクティ,M,29,1,強気,buff_self,hp_upto,,,adup,,,self,,,,
,,,2,商人式管理術,resource,battle_end,,,goldup,,,resource,,,,
,,,c,己が利,buff_self,any,,,adup,,,self,,,,
,,,,,resource,battle_end,,,goldup,,,resource,,,,
フェブリア,M,30,1,剣術の心得,combat,attack,,,combat,,,self,,,,
,,,2,炎の武器,element,attack,,,fire,,,self,,,,
,,,c,炎の魔導剣術,buff_self,any,,,aup,,,self,,,,
,,,,,buff_self,any,,,guard_fire,,,self,,,,
ミラジェン,M,31,1,後方防御支援,buff_all,in_sub,,,dup,,,all,,,,
,,,2,手当,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,c,厚情のセレナーデ,buff_self,any,,,guard_ice,,,self,,,,
,,,,,buff_all,in_sub,,,dup,,,all,,,,
アイリ,M,32,1,荒レタ地デ狂ウ黒竜,field,in_wasteland,,,asup,,,self,,,,
,,,,,field,in_battlefield,,,asup,,,self,,,,
,,,2,湧キ出ズル煉獄ノ炎,buff_self,wave_start,,,aup,,,self,,,,
,,,c,荒レタ地デ猛ル幻獣,field,in_wasteland,,,adup,,,self,,,,
,,,,,field,in_battlefield,,,adup,,,self,,,,
ナイエル,M,33,1,暗闇耐性,against_debuff,any,,,guard_blind,,,self,,,,
,,,2,慈愛,heal,wave_start,,,heal_all,,,all,,,,
,,,c,戦のバラード,against_debuff,any,,,guard_blind,,,self,,,,
,,,,,heal,wave_start,,,heal_all,,,all,,,,
クリオラ,M,34,1,魔導探知機,resource,battle_start,,,treasure,,,resource,,,,
,,,2,カガクブースター,buff_self,any,,,aup,,,self,,,,
,,,c,即席魔道探知機,resource,battle_start,,,treasure,,,resource,,,,
エレミア,M,35,1,マナの素養,mana,battle_start,,,mana_charge,,,resource,,,,
,,,2,メイドオブメイド,skillup,any,,,skill_boost,,,self,,,,
,,,c,汚れもの片付け,for_debuff,for_blind,,,aup,,,self,,,,
ビエンタ,M,36,1,重圧魔法,add_debuff,attack,,,slow,,,enemy,,,,
,,,2,戦術指揮,buff_all,in_sub,,,adup,,,all,,,,
,,,c,大胆な指揮,buff_all,in_sub,,,adup,,,all,,,,
イザヤ,M,37,1,強気,buff_self,hp_upto,,,adup,,,self,,,,
,,,2,魔導探知機,resource,battle_start,,,treasure,,,resource,,,,
,,,c,レンタル魔道探知機,resource,battle_start,,,treasure,,,resource,,,,
リック,M,38,1,復讐,buff_self,dropout_member,,,aup_m,,,self,,,,
,,,2,霊刃使い,combat,attack,,,combat,,,self,,,,
,,,c,霊刃剣術,combat,attack,,,combat,,,self,,,,
火竜公女,M,39,1,炎の武器,element,attack,,,fire,,,self,,,,
,,,2,竜の教え,resource,battle_end,,,goldup,,,resource,,,,
,,,c,竜言,resource,battle_end,,,goldup,,,resource,,,,
ルカナ,M,40,1,氷の武器,element,attack,,,ice,,,self,,,,
,,,2,凍結,add_debuff,attack,,,freeze,,,enemy,,,,
,,,c,冷気の流れ,add_debuff,attack,,,freeze,,,enemy,,,,
レベッカ,M,41,1,剣術の心得,combat,attack,,,combat,,,self,,,,
,,,2,気分屋の本気,buff_self,hp_downto,,,aup,,,self,,,,
,,,c,魔道剣術,combat,attack,,,combat,,,self,,,,
ミイナ,M,42,1,窮鼠,buff_self,hp_downto,,,aup,,,self,,,,
,,,2,気配り上手,buff_all,in_sub,,,dup,,,all,,,,
,,,c,星魔法,buff_all,in_sub,,,dup,,,all,,,,
ブルワリー,M,43,1,癒しの雫,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,,,buff_one,wave_start,,,dup_m,,,hp_worst,,,,
,,,2,フルアップマジック,buff_self,hp_full,,,asup,,,self,,,,
,,,c,副都の止まり木,heal,wave_start,,,heal_one,,,hp_worst,,,,
フィリアナ,M,44,1,生徒会長の自信,buff_self,hp_upto,,,adup,,,self,,,,
,,,2,カリスマによる戦略,buff_jobs,any,,,adup,,,job_m,,,,
,,,c,生徒会指導,buff_self,any,,,adup,,,self,,,,
シューレ,M,45,1,マジカルコンポート,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,hp_upto,,,aup,,,self,,,,
,,,2,もぐもぐ,buff_self,wave_start,,,aup,,,self,,,,
,,,c,ひとくちあげる,heal,attack,,,absorb,,,self,,,,
アエル・グルン,M,46,1,魔神の再生力,heal,any,,,heal_cycle,,,self,,,,
,,,2,竜魂の解放,buff_self,hp_full,,,aup,,,self,,,,
,,,c,竜魂の伝播,buff_self,shoot,,,aup,,,self,,,,
イスレム,M,47,1,氷の武器,element,attack,,,ice,,,self,,,,
,,,2,凍結,add_debuff,attack,,,freeze,,,enemy,,,,
,,,w,砕けぬ氷,buff_self,any,,,asup,,,self,,,,フロアレーヌ
,,,,,add_debuff,critical,,,freeze,,,enemy,,,,
,,,,,add_debuff,skill,,,freeze,,,enemy,,,,
,,,c,永遠氷,add_debuff,attack,,,freeze,,,enemy,,,,
,,,,,buff_self,any,,,guard_ice,,,self,,,,
アルドラ,M,48,1,剣術の心得,combat,attack,,,combat,,,self,,,,
,,,2,マナの天分,mana,battle_start,,,mana_charge,,2個,resource,,,,
,,,w,万象を司る者,buff_self,combat,,,aup,,,self,,,,ヴァルプリエル
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,buff_self,any,,,maxhpup,,,self,,,,
,,,c,万象の理,skillup,any,,,skill_atkup,,,self,,,,
,,,,,mana,battle_start,,,mana_charge,,,resource,,,,
ヴェルナー,M,49,1,戦闘狂,buff_self,wave_start,,,aup,,,self,,,,
,,,2,破壊の愉悦,buff_self,kill,,,aup,,,self,,,,
,,,w,極炎強化刻印,buff_self,any,,,crup,,,self,,,,真赭の瞳
,,,,,mana,wave_start,,,mana_boost,,,resource,,,,
,,,c,破壊の波動,add_debuff,attack,,,down,,,enemy,,,,
カティア,M,50,1,剣術の心得,combat,attack,,,combat,,,self,,,,
,,,2,守る者のために,heal,any,,,heal_cycle,,,self,,,,
,,,,,buff_self,any,,,maxhpup,,,self,,,,
,,,w,戦闘継続魔法,buff_self,in_enemy_area,,,aup,,,self,,,,ウィズダム
,,,,,heal,in_enemy_area,,,heal_cycle,,,self,,,,
,,,,,heal,attack,,,absorb,,,self,,,,
,,,c,剣術のてほどき,combat,attack,,,combat,,,self,,,,
