#名前,職,index,キャラタイプ,リンクコード,称号,レア度,コスト,絆コスト,武器属性,入手先・分類,入手先,声優,イラストレーター,所属,職業,最大ATK,最大HP,限界ATK,限界HP,Wiki名
メイド姉,P,26,collaboration,,,5,16,4,He,collaboration,maoyu,戸松 遥,toi8,others,Servant,5800,4300,7800,6300,
,,,,,,,,,,,,,,,,,,,,
ヨッタ＝ヨッタ,M,1,first,,小間使い,1,2,1,Ma,yggd,other,内田 真礼,nunohito,mountain,Magician,1780,1000,2980,2200,
クリスティン,M,2,first,,魔法学園生徒,1,2,1,Ma,yggd,other,内田 真礼,ネム,academy,Magician,1720,1040,2920,2240,
ゲッベルツ,M,3,first,,魔導ギルド団員,1,2,1,Ma,yggd,other,柳田 淳一,hippo,academy,Magician,1700,1120,2900,2320,
ミーナ,M,4,first,,魔法学園生徒,1,2,1,Ma,yggd,other,佐倉 綾音,HACCAN,academy,Magician,1670,1140,2870,2340,
カルデア,M,5,first,,穴掘り師,1,2,1,Ma,yggd,other,内田 真礼,村山竜大,academy,Magician,1650,1060,2850,2260,
チャーノ,M,6,first,,魔法使い傭兵,1,2,1,Ma,yggd,other,小岩井 ことり,クロサワテツ,academy,Magician,1590,1270,2790,2470,
ハキム,M,7,first,,みならい吟遊詩人,2,4,1,Ma,yggd,other,石田 彰,麦白子,oasis,Minstrel,2240,1420,3640,2820,
リーゼロッテ,M,8,first,,魔法兵団,2,4,1,Ma,yggd,other,小岩井 ことり,DSマイル,academy,Magician,2200,1480,3600,2880,
パルナ,M,9,first,,双子魔法使い,2,4,1,Ma,yggd,other,内田 真礼,まっつん！,academy,Magician,2100,1180,3500,2580,
プルナ,M,10,first,,双子魔法使い,2,4,1,Ma,yggd,other,内田 真礼,まっつん！,academy,Magician,2100,1180,3500,2580,
シエン,M,11,first,,お騒がせ三姉妹,3,8,2,Ma,yggd,forest,小岩井 ことり,葉山えいし,forest,Magician,4340,2430,5940,4030,
ゴルネッサ,M,12,first,,蛇つかい,3,8,2,Ma,yggd,oasis,佐倉 綾音,小梅けいと,oasis,Dancer,4000,2450,5600,4050,
クラウス,M,13,first,,魔法兵団隊長,3,8,2,Ma,yggd,academy,石田 彰,文太,academy,Magician,3999,2360,5599,3960,
ミニモ,M,14,first,,精霊の導き,3,8,2,Ma,yggd,guildtown,小岩井 ことり,桑島黎音,guildtown,Magician,3900,2420,5500,4020,
トト,M,15,first,,炎の料理人,3,8,2,Ma,yggd,mountain,内田 真礼,マボ,mountain,Magician,3900,2400,5500,4000,
フィオナ,M,16,first,,魔法兵団,3,8,2,Ma,yggd,academy,内田 真礼,碧風羽,academy,Magician,3850,2390,5450,3990,
ビルギット,M,17,first,,法務委員,3,8,2,Ma,yggd,guildtown,小岩井 ことり,ケロケロ齋藤,guildtown,Magician,3849,2400,5449,4000,
ネルヴァ,M,18,first,,占い師,3,8,2,Ma,yggd,guildtown,小岩井 ことり,naji,guildtown,Diviner,3800,2300,5400,3900,
アイザック,M,19,first,,死出の案内人,3,8,2,Ma,yggd,academy,石田 彰,sime,academy,Magician,3780,2250,5380,3850,
ウーヴィア,M,20,first,,魔法学園用務員,3,8,2,Ma,yggd,academy,佐倉 綾音,HACCAN,academy,Magician,3780,2250,5380,3850,
ヨナ,M,21,first,,二ツ星教授,3,8,2,Ma,yggd,academy,内田 真礼,みぶなつき,academy,Professor,3740,2490,5340,4090,
ルンデルハウス＝コード,M,22,collaboration,,“わんこ王子”,3,8,2,Ma,collaboration,loghorizon,柿原 徹也,ハラカズヒロ,others,Sorcerer,4200,2400,5800,4000,
マリク,M,23,first,,魔法の絨毯職人,4,13,3,Ma,yggd,oasis,櫻井 孝宏,武城にしき,oasis,Smith,5460,3680,7260,5480,
ディ・ロ,M,24,first,,魔法学園墓守,4,13,3,Ma,yggd,academy,星野 早,HACCAN,academy,Guardian,5420,3700,7220,5500,
メラヒム,M,25,first,,三ツ星教授,4,12,3,Ma,yggd,academy,石田 彰,ネム,academy,Professor,5240,3200,7040,5000,
ロクサーナ,M,26,first,,言葉無き吟遊詩人,4,12,3,Ma,yggd,oasis,内田 真礼,ワダアルコ,oasis,Minstrel,5220,3410,7020,5210,
パボア,M,27,first,,孔雀の使い,4,12,3,Ma,yggd,forest,佐倉 綾音,DSマイル,forest,Magician,5200,3300,7000,5100,
フィ＝フィ,M,28,first,,炎の申し子,4,12,3,Ma,yggd,mountain,内田 真礼,ネム,mountain,Magician,5200,3100,7000,4900,
シャクティ,M,29,first,,魔性の商人,4,12,3,Ma,yggd,guildtown,小岩井 ことり,天野英,guildtown,Merchant,5160,3250,6960,5050,
フェブリア,M,30,first,,魔法兵団隊長,4,12,3,Pi,yggd,academy,佐倉 綾音,naji,academy,RuneFencer,5130,3420,6930,5220,
ミラジェン,M,31,first,,千河の奏者,4,12,3,Ma,yggd,forest,内田 真礼,麦白子,forest,Minstrel,5100,3220,6900,5020,
アイリ,M,32,first,,呪術師,4,12,3,Ma,yggd,volcano,内田 真礼,kyo,volcano,Magician,5100,3190,6900,4990,
ナイエル,M,33,first,,人気詩人,4,12,3,Ma,yggd,oasis,佐倉 綾音,麦白子,oasis,Minstrel,5050,3130,6850,4930,
クリオラ,M,34,first,,からくり魔術師,4,12,3,Ma,yggd,mountain,佐倉 綾音,HACCAN,mountain,Magician,5030,3370,6830,5170,
エレミア,M,35,first,,平凡なるメイド,4,12,3,Ma,yggd,academy,小岩井 ことり,DSマイル,academy,Servant,5000,3130,6800,4930,
ビエンタ,M,36,first,,千河の指揮官,4,12,3,Ma,yggd,forest,佐倉 綾音,DSマイル,forest,Magician,5000,3080,6800,4880,
イザヤ,M,37,first,,二ツ星教授,4,12,3,Ma,yggd,academy,石田 彰,п猫R,academy,Professor,4900,3300,6700,5100,
リック,M,38,collaboration,,復讐の霊刃使い,4,12,3,Sl,collaboration,shiningblade,神谷 浩史,Tony,others,RuneFencer,5300,3150,6900,5100,
火竜公女,M,39,collaboration,,,4,12,3,Ma,collaboration,maoyu,伊藤 静,toi8,others,Princess,5300,3150,7100,4950,
ルカナ,M,40,first,,候補生,4,11,3,Ma,yggd,academy,佐倉 綾音,ワダアルコ,academy,Magician,5300,3150,7080,4900,
レベッカ,M,41,first,,候補生,4,11,3,Pi,yggd,academy,内田 真礼,ワダアルコ,academy,RuneFencer,5300,3150,7060,5180,
ミイナ,M,42,first,,星降る魔法使い,4,11,3,Ma,collaboration,trefle,高橋 未奈美,あさぎり,guildtown,Magician,4220,2560,6620,4360,
ブルワリー,M,43,first,,副都の相談役,5,17,4,Ma,yggd,guildtown,沢城 みゆき,ひと和,guildtown,Bartender,6750,4050,8750,6050,
フィリアナ,M,44,first,,魔法学園生徒会長,5,17,4,Ma,yggd,academy,佐倉 綾音,HACCAN,academy,Magician,6650,4210,8650,6210,
シューレ,M,45,first,,スイーツ魔法戦士,5,17,4,Sl,yggd,academy,三上 枝織,桑島黎音,academy,RuneFencer,6610,4480,8610,6480,
アエル・グルン,M,46,demon,,稲妻の魔神,5,16,4,Ma,event,demon,小清水 亜美,ひと和,demon,Magician,5500,3300,8500,6300,
イスレム,M,47,first,,氷の魔導人形,5,16,4,Ma,yggd,mountain,内田 真礼,村山竜大,mountain,Magician,6480,3800,8480,5800,
アルドラ,M,48,first,,万象の魔導師,5,16,4,Ma,yggd,guildtown,内田 真礼,萩谷薫,guildtown,Magician,6400,3800,8400,5800,
ヴェルナー,M,49,first,,魔法兵団師団長,5,16,4,Ma,yggd,academy,柳田 淳一,天野英,academy,Magician,6400,3700,8400,5700,
カティア,M,50,first,,魔法兵団師団長,5,16,4,Sl,yggd,academy,内田 真礼,ひと和,academy,RuneFencer,6300,3900,8300,5900,
ユニ,M,51,first,,魔法兵団隊長,5,16,4,Sl,yggd,academy,小岩井 ことり,NPA,academy,RuneFencer,6200,3770,8200,5770,
メフルナーシュ,M,52,first,,砂の精霊使い,5,16,4,Ma,random,coin,内田 真礼,ns,oasis,Dancer,5750,3450,7750,5450,
イザベル,M,53,first,,候補生,5,14,4,Ma,yggd,academy,小岩井 ことり,ワダアルコ,academy,Magician,6270,3750,8270,5750,
チアリー,M,54,first,,候補生,5,14,4,Ma,yggd,academy,小岩井 ことり,ワダアルコ,academy,Clown,6100,3500,8100,5500,
カレン,M,55,first,,候補生,5,14,3,Sl,yggd,academy,佐倉 綾音,ワダアルコ,academy,RuneFencer,6000,3800,8000,5800,
ミスティ,M,56,collaboration,,海賊令嬢,5,16,4,Ma,collaboration,shiningblade,田村 ゆかり,Tony,others,Magician,6100,3600,8100,5600,
魔王,M,57,collaboration,,,5,16,4,Ma,collaboration,maoyu,小清水 亜美,toi8,others,Demon,6300,3800,8300,5800,
ロビン,M,58,first,,少女の敵の敵,5,16,4,Ma,collaboration,mediafactory,佐藤 聡美,緋鍵龍彦,others,Priest,6320,3900,8320,5900,
シロエ,M,59,collaboration,,“腹ぐろ眼鏡”,5,16,4,Ma,collaboration,loghorizon,寺島 拓篤,ハラカズヒロ,others,Enchanter,6100,3700,8100,5700,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
フラウ,M,60,first,,実践付与術師,5,16,4,Ma,random,coin,原 由実,かる,guildtown,Magician,5740,3420,7740,5420,
ルクレチア,A,36,first,,極彩の射手,5,18,4,Ar,yggd,oasis,斎藤 千和,武城にしき,oasis,Archer,6800,3940,8800,5940,
チワ,M,61,first,,研究する犬娘,5,17,4,Ma,yggd,mountain,野中 藍,竜徹,mountain,Magician,6540,4000,8540,6000,
オーロラ,K,47,first,,隻眼の剣士,5,18,4,Sl,yggd,guildtown,斎藤 千和,hakus,guildtown,Knight,6340,7580,8340,9580,
ラスフィア,M,63,demon,,死霊の魔神,5,20,4,Ma,event,demon,小岩井 ことり,ネム,demon,Demon,5270,3420,8670,6520,
ミジョカ,M,62,first,,孤島訛りの魔法使い,4,12,3,Ma,collaboration,other,古木 のぞみ,まごまご,dawnsea,Magician,5250,3200,7050,5000,
シェラザード,F,80,first,,砂漠の宝石,5,16,4,Sl,random,coin,星野 早,四々九,oasis,SwordMaster,5200,5440,7200,7440,
ロロ,K,48,first,,炎の勇者,5,18,4,Sl,event,festival,内田 真礼,村山竜大,mountain,Knight,6500,7500,8500,9500,
ハティ,M,64,first,,残されし欠片,5,18,4,Ma,event,festival,沢城 みゆき,sime,others,Magician,6700,5500,8700,7500,
ハティファス,M,65,demon,,真理の魔神,5,20,4,Ma,event,demon,沢城 みゆき,sime,demon,Demon,4780,3440,8580,6240,
ソロ,A,37,first,,灰狐の射手,5,16,4,Ar,random,coin,福山 潤,文太,forest,Archer,5840,3500,7840,5500,
,,,,,,,,,,,,,,,,,,,,
# チェインストーリーフェス,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
アオイ,P,27,first,,鬼巫女,5,16,4,He,yggd,volcano,佐倉 綾音,Nardack,volcano,Priest,6000,4700,8000,6700,
ルーク,F,81,first,,狂戦士,5,18,4,Bl,yggd,guildtown,石田 彰,黒葉.K,guildtown,Berserker,6580,6940,8580,8940,
オルドレード,K,49,first,,禍の騎士,5,18,4,Sl,yggd,holytown,石田 彰,黒葉.K,holytown,Paladin,6700,7200,8700,9200,
カデッサ,K,50,first,,灰白の騎士,4,13,3,Sl,yggd,holytown,内田 真礼,黒葉.K,holytown,Paladin,5200,5720,7000,7520,
,,,,,,,,,,,,,,,,,,,,
# 2部,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
主人公,F,82,first,,（2部）,5,0,0,Sl,yggd,other,石田 彰,toi8,volunteers,Warrior,6000,6000,,,主人公（第2部）
カイン,K,51,first,,善良なる騎士,4,8,2,Sl,yggd,other,内田 真礼,竜徹,volunteers,Knight,4300,4700,,,
ミシディア,A,38,first,,頼れる弓兵長,4,8,2,Ar,yggd,other,内田 真礼,ricci,volunteers,Archer,4700,3200,,,
マリナ,P,28,first,,熱き司祭,4,8,2,He,yggd,other,佐倉 綾音,クロサワテツ,volunteers,Healer,4600,3200,,,
,,,,,,,,,,,,,,,,,,,,
イナミ,M,66,first,,九尾の少女,5,16,4,Ma,random,ring,加藤 英美里,ひと和,forest,Sorcerer,6000,3600,8000,5600,
,,,,,,,,,,,,,,,,,,,,
オルカ,K,52,first,,三叉槍の戦姫,5,19,4,Pi,yggd,forest_sea,井口 裕香,タイキ,forest,Knight,6900,7700,8900,9700,
ルーラ,F,83,first,,七彩の豹紋蛸,5,19,4,Sl,yggd,forest_sea,緑川 光,武城にしき,forest,Fighter,7350,6650,9350,8650,
サーポ,M,67,first,,大海の知恵者,5,19,4,Ma,yggd,forest_sea,柿原 徹也,竜徹,forest,Magician,6780,4250,8780,6250,
ライア,F,84,first,,孤高の波,5,19,4,Pi,yggd,forest_sea,伊藤 静,泉彩,forest,Fighter,7300,7100,9300,9100,
,,,,,,,,,,,,,,,,,,,,
ペイシェ,F,85,first,,海駆ける少女,4,14,3,Pu,yggd,forest_sea,花澤 香菜,富岡二郎（RED FS）,forest,Grappler,5600,5100,7400,6900,
オルデル,K,53,first,,山渡りの巡回者,4,14,3,Bl,yggd,forest_sea,中村 悠一,heike,mountain,Guardian,5150,5950,7000,7750,
アレグリア,A,39,first,,神木の弓者,4,14,3,Ar,yggd,forest_sea,佐倉 綾音,兎鷺,forest,Archer,5700,3760,7500,5560,
フロル,P,29,first,,悟りの樹人,4,14,3,He,yggd,forest_sea,小岩井 ことり,桑島黎音,forest,Healer,5480,4100,7280,5900,
ステラ,M,68,first,,海星の使い,4,14,3,Ma,yggd,forest_sea,三石 琴乃,ちろり,forest,Magician,5500,3600,7300,5400,
ボニート,A,40,first,,白鳥の守護者,4,14,3,Ar,yggd,forest_sea,井口 裕香,ricci,forest,Archer,5640,3540,7440,5340,
トゥバラオ,F,86,first,,大海の暴れ鮫,4,14,3,Pi,yggd,forest_sea,鷲崎 健,木志田コテツ,forest,Fighter,5900,5000,7700,6800,
ペローラ,K,54,first,,無垢なる白真珠,4,14,3,Sl,yggd,forest_sea,伊藤 静,chiyoko,forest,Knight,5170,5900,6970,7700,
,,,,,,,,,,,,,,,,,,,,
ヘリデ,F,87,first,,深層の鍛冶師,3,9,2,Bl,yggd,forest_sea,野中 藍,ネム,mountain,Smith,4350,4520,5950,6120,
ボルサ,F,88,first,,オルゴール職人,3,9,2,Bl,yggd,forest_sea,加藤 英美里,Tobi,mountain,Smith,4660,4200,6260,5800,
トルトゥガ,F,89,first,,大海の漢,3,9,2,Pi,yggd,forest_sea,中村 悠一,雨,forest,Warrior,4300,4600,5900,6200,
ネブリナ,K,55,first,,千河の変わり者,3,9,2,Bl,yggd,forest_sea,原 由実,桑島黎音,forest,Guardian,4300,4730,5900,6330,
ミドア,M,69,first,,海月の使い,3,9,2,Ma,yggd,forest_sea,花澤 香菜,鳥羽雨,forest,Magician,4550,2600,5750,3800,
タンボリル,A,41,first,,荒波の呑兵衛,3,9,2,Ar,yggd,forest_sea,石田 彰,高松俊行,forest,Archer,4680,2600,6280,4200,
,,,,,,,,,,,,,,,,,,,,
#モアネット救援,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
クラウディア,M,70,first,,次期生徒会長,5,18,4,Ma,yggd,academy,花澤 香菜,HACCAN,academy,Magician,7020,4220,9020,6220,
シェアラ,F,90,first,,大資産家,4,12,3,Sl,yggd,guildtown,佐藤 聡美,ちろり,guildtown,Merchant,5050,5050,6850,6850,
ベラ,M,71,first,,吸血鬼,3,8,2,Ma,yggd,academy,内田 真礼,文太,academy,Professor,3880,2280,5480,3880,
モアネット,F,91,first,,不沈給仕,5,20,4,Pu,event,score,小岩井 ことり,mamuru,guildtown,Servant,5700,5000,8900,7600,
,,,,,,,,,,,,,,,,,,,,
マリーダ,F,92,first,,豪腕の女傑,5,16,4,Bl,random,coin,井口 裕香,萩谷薫,mountain,Warrior,5650,5600,7650,7600,
パトリシア,A,42,first,,慈愛の商人,4,12,3,Ar,event,other,内田 真礼,ネム,guildtown,Merchant,5000,3100,6800,4900,
,,,,,,,,,,,,,,,,,,,,
# 魔神アグダラ戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
オルオレータ,A,43,first,,海風の氏族長,5,18,4,Ar,event,festival,内田 真礼,タイキ,forest,Matriarch,7200,4200,9200,6200,
アグダラ,F,93,demon,,剣戟の魔神,5,22,4,Sl,event,demon,内田 真礼,タイキ,demon,Demon,5400,5550,9000,9150,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
# ツル姫と夏祭り,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
アンジェリカ,F,94,first,,浴衣の悪魔,4,12,3,Sl,event,festival,佐倉 綾音,天野英,guildtown,Assassin,5700,4600,7100,6400,
ベルナデット,F,95,first,,恋する浴衣,4,12,3,Bl,event,festival,内田 真礼,mamuru,guildtown,Berserker,5600,4700,7000,6500,
トウカ,F,96,first,,浴衣の剣士,4,12,3,Sl,event,festival,佐倉 綾音,文太,volcano,Samurai,5800,4900,7200,6700,
ロレッタ,F,97,first,,浴衣魔人,5,16,4,Bl,event,festival,小岩井 ことり,萩谷薫,guildtown,Merchant,6800,5900,8400,7900,
ソーニャ,F,98,first,,火焔の浴衣,5,17,4,Sl,event,festival,佐倉 綾音,竜徹,volcano,RuneFencer,7200,5800,8800,7800,
リフレット,K,56,first,,浴衣の向日葵,5,16,4,Bl,event,festival,内田 真礼,NPA,holytown,Paladin,6700,6400,8300,8400,
ツル,F,99,first,,第九領主,5,20,4,Sl,event,score,佐倉 綾音,Nardack,volcano,Princess,2800,4000,4800,7000,
,,,,,,,,,,,,,,,,,,,,
ユカチ,M,72,first,,幼き老婆,4,12,3,Ma,random,ring,井口 裕香,小林尽,others,Magician,4540,2740,6940,4940,
カナーン,K,57,first,,莫大な脅威,4,12,3,Sl,random,ring,花澤 香菜,小林尽,others,Guardian,5400,4900,7200,6700,
ソリティー,M,73,first,,不幸少女,5,16,4,Ma,random,coin,原 由実,sime,guildtown,Magician,5650,3500,7650,5500,
,,,,,,,,,,,,,,,,,,,,
範馬刃牙,F,100,collaboration,,地下闘技場最年少王者,5,16,4,Pu,collaboration,other,山口 勝平,板垣恵介,others,Grappler,5000,4500,7600,6900,
,,,,,,,,,,,,,,,,,,,,
# 2部2章,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
リンリー,F,101,first,,掟の格闘少女,5,20,4,Pu,cross,dawnsea,今井 麻美,天野英,dawnsea,Grappler,7600,6750,9600,8750,
モルガン,K,58,first,,華麗なる女海賊,5,20,4,Sl,cross,dawnsea,今井 麻美,武城にしき,dawnsea,Pirate,7000,8200,9000,10200,
バルトロ,A,44,first,,夜明けの海商会船長,5,20,4,Gu,cross,dawnsea,杉田 智和,伊藤未生,dawnsea,Gunner,7700,4000,9700,6000,
ミラ,A,45,first,,夜明けの海商会船長,5,20,4,Gu,cross,dawnsea,三石 琴乃,文太,dawnsea,Gunner,7400,3800,9400,5800,
ヘリシティー,M,74,first,,渦潮の大魔導師,5,20,4,Ma,cross,dawnsea,井口 裕香,TNSK,dawnsea,Magician,7500,4500,9500,6500,
,,,,,,,,,,,,,,,,,,,,
キオラ,F,102,first,,武神の舞姫,4,15,3,Pu,cross,dawnsea,高山 みなみ,I☆LA,dawnsea,Grappler,5800,5300,7600,7100,
グローリア,F,103,first,,生きていた女剣士,4,15,3,Pi,cross,dawnsea,今井 麻美,チェロキー,dawnsea,SwordsMan,5900,5900,7700,7700,
ティア,K,59,first,,漂流の野生少女,4,15,3,Pi,cross,dawnsea,三石 琴乃,堀 愛里／日本一ソフト,dawnsea,Knight,5700,6300,7500,8100,
ヴィオレッタ,K,60,first,,令嬢騎士,4,15,3,Pi,cross,dawnsea,今井 麻美,卵の黄身,dawnsea,Knight,5600,6400,7400,8200,
コンスタンサ,A,46,first,,公正貿易商人,4,15,3,Gu,cross,dawnsea,今井 麻美,寺澤隆徳,dawnsea,Gunner,5700,3200,7500,5000,
アラクネー,M,75,first,,呪いの魔術師,4,15,3,Ma,cross,dawnsea,三石 琴乃,加藤さやか,dawnsea,Magician,5800,3500,7600,5300,
,,,,,,,,,,,,,,,,,,,,
ニウ,F,104,first,,好奇心少女,3,10,2,Sl,cross,dawnsea,高山 みなみ,Tobi,dawnsea,Fighter,4500,4750,6100,6350,
ロッタ,F,105,first,,海原を渡る弁当屋,3,10,2,Sl,cross,dawnsea,三石 琴乃,泉彩,dawnsea,Lunch vendor,4550,4700,6150,6300,
ガイ,F,106,first,,漂流親子,3,10,2,Pu,cross,dawnsea,藤原 啓治,西野幸治,dawnsea,Grappler,4700,4200,6300,5800,
レン,F,107,first,,武者修行少年,3,10,2,Pu,cross,dawnsea,内田 真礼,百鬼丸,dawnsea,Grappler,4600,4100,6200,5700,
メイビア,F,108,first,,人気の興行格闘家,3,10,2,Pu,cross,dawnsea,山口 勝平,西野幸治,dawnsea,Grappler,4650,4200,6250,5800,
ガスパール,F,109,first,,財宝の探索者,3,10,2,Sl,cross,dawnsea,山口 勝平,motoharu,dawnsea,Fighter,4700,4700,6300,6300,
ディラン,F,110,first,,瀟洒な老海賊,3,10,2,Pi,cross,dawnsea,柳田 淳一,塚本康城,dawnsea,Pirate,4600,4600,6200,6200,
ドミニック,F,111,first,,潜水服海賊,3,10,2,Pu,cross,dawnsea,山口 勝平,高松俊行,dawnsea,Pirate,4700,4200,6300,5800,
アーネスト,F,112,first,,孤高の漁師,3,10,2,Pi,cross,dawnsea,緑川 光,森賀宏治,dawnsea,Fisherman,4650,4600,6250,6200,
アブエロ,K,61,first,,錆びついた勇者,3,10,2,Sl,cross,dawnsea,藤原 啓治,hippo,dawnsea,Knight,4700,5200,6300,6800,
リュキシー,K,62,first,,浜辺の守護者,3,10,2,Pi,cross,dawnsea,洲崎 綾,ジャコシバ,dawnsea,Smith,4750,5100,6350,6700,
シャントゥール,A,47,first,,魅惑の妖声,3,10,2,Ar,cross,dawnsea,高山 みなみ,憂,dawnsea,Minstrel,4700,2700,6300,4300,
ヴィクトリア,A,48,first,,茶園の女亭主,3,10,2,Sh,cross,dawnsea,三石 琴乃,日暮央,dawnsea,Gunner,4600,2500,6200,4100,
マリアン,A,49,first,,恵みの狩人,3,10,2,Sh,cross,dawnsea,洲崎 綾,K子,dawnsea,Hunter,4550,2600,6150,4200,
ラルダ,A,50,first,,流浪の女情報屋,3,10,2,Ar,cross,dawnsea,洲崎 綾,卵の黄身,dawnsea,Dancer,4650,2800,6250,4400,
ダビド,A,51,first,,不良航海士,3,10,2,Ar,cross,dawnsea,杉田 智和,茉莉花,dawnsea,Archer,4700,2750,6300,4350,
アメリア,P,30,first,,旅籠の若女将,3,10,2,He,cross,dawnsea,三石 琴乃,K子,dawnsea,Land lady,4600,3300,6200,4900,
ハンジ,P,31,first,,夜明けの海商会船医,3,10,2,Sl,cross,dawnsea,山口 勝平,齋藤裕子,dawnsea,Medic,4700,3700,6300,5300,
メレディス,M,76,first,,夜明けの海商会執務員,3,10,2,Ma,cross,dawnsea,山口 勝平,茉莉花,dawnsea,Magician,4750,2700,6350,4300,
ジーナ,M,77,first,,空を舞う予報士,3,10,2,Ma,cross,dawnsea,花澤 香菜,ちろり,dawnsea,Magician,4600,2750,6200,4350,
,,,,,,,,,,,,,,,,,,,,
ブロッサム,F,113,first,,希望の女格闘家,2,5,1,Pu,cross,other,洲崎 綾,堤泥粘土,dawnsea,Grappler,2600,2600,4000,4000,
ジャン,A,52,first,,夜明けの海商会伝令係,2,5,1,Ar,cross,other,高山 みなみ,小島邦彦,dawnsea,Messenger,2550,1600,3950,3000,
リスフィン,A,53,first,,密航少年,2,5,1,Ar,cross,other,内田 真礼,尾崎省之,dawnsea,Archer,2650,1550,4050,2950,
マール,P,32,first,,航海の祈り手,2,5,1,He,cross,other,今井 麻美,Ina,dawnsea,Sister,2600,1800,4000,3200,
ハヴェル,M,78,first,,孤島の隠者,2,5,1,Ma,cross,other,杉田 智和,尾崎省之,dawnsea,Magician,2700,1500,4100,2900,
,,,,,,,,,,,,,,,,,,,,
リネイア,F,114,first,,刀狩盗賊,5,16,4,Sl,random,ring,沢城 みゆき,ひと和,guildtown,Thief,5900,5300,7900,7300,
,,,,,,,,,,,,,,,,,,,,
# アトリエ「黄昏シリーズ」コラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ロジー,F,115,collaboration,,中央の錬金術士,5,16,4,Sl,collaboration,atelier_twilight,石川 界人,左,others,Alchemist,6400,6400,8400,8400,
