#名前,職,index,称号,レア度,コスト,絆コスト,武器属性,入手先・分類,入手先,声優,イラストレーター,所属,職業,最大ATK,最大HP,限界ATK,限界HP,（入力補助用・名前）,スキル名,アビリティ1・名前,アビリティ2・名前,武器アビリティ・名前,絆アビリティ名
,,,,,,,,,,,,,,,,,,,,,,,
ジリ,F,167,足掻きし少年,3,10,2,Sl,second,life,緑川 光,竜徹,life,Detect,4700,4600,6300,6200,ジリ,ウィンドブレード,マナへの適応,,,やりたいこと探し
コト,F,168,希望の少女,3,10,2,Pu,second,life,洲崎 綾,sime,life,Accept,4350,3650,5950,5250,コト,エリアルナックル,山地戦闘,,,登山の心得
ルイ,P,47,命綱の少女,3,10,2,He,second,life,花澤 香菜,ちろり,life,Detect,4300,3150,5900,4750,ルイ,プロテクトヒール,願いの癒し,,,衰弱耐性
ハグ,P,48,送り出す少女,3,10,2,He,second,life,内田 彩,泉彩,life,Accept,4450,3000,6050,4600,ハグ,ホワイトヒール,手当,,,薄命の守り手
サニ,M,117,穏やかなる少女,3,10,2,Ma,second,life,井口 裕香,烏羽雨,life,Accept,4320,2720,5920,4320,サニ,アストラルシュート,十年花との約束,,,一生懸命！
ケナ,M,118,放棄せし少女,3,10,2,Ma,second,life,花澤 香菜,天野英,life,Hermit,4350,2950,5950,4550,ケナ,フォトンクラック,ぶっきらぼうな援護,,,手伝ってやるよ
ジズ,M,119,家族愛の少年,3,10,2,Ma,second,life,緑川 光,Chiyoko,life,Detect,4780,2600,6380,4200,ジズ,ショックウェイブ,情熱の炎,,,炎の防御陣
シナ,M,120,おまじないの少女,3,10,2,Ma,second,life,藤村 歩,しろ,life,Accept,4300,3050,5900,4650,シナ,アークストリーム,奥義,,,手作りアミュレット
キア,M,121,被験者の少女,3,10,2,Ma,second,life,福井 裕佳梨,あさぎり,life,Detect,4950,2630,6550,4230,キア,リーサルスペル,ひずみの魔力,,,ゆがみの魔力
フイ,M,122,眼鏡職人の少女,3,10,2,Ma,second,life,伊瀬 茉莉也,富岡二郎（RED FS）,life,Accept,4500,2250,6100,3850,フイ,オーラヴィジョン,刻まれた技術,,,機能性アイウェア
ナリ,M,123,年齢不詳の少女,3,10,2,Ma,second,life,伊瀬 茉莉也,またよし,life,Detect,4300,3050,5900,4650,ナリ,ミスティフレア,マナの素養,,,なにかの薬
チル,M,124,出戻りの少女,3,10,2,Ma,second,life,楠田 亜衣奈,いずみべる,life,Detect,,,,,チル,シュガーランス,受け継いだもの,,,がまぐち
ラス,M,125,友情の少年,3,10,2,Ma,second,life,緑川 光,sime,life,Accept,4250,3100,5850,4700,ラス,アルティシュート,後方防御支援,,,護る為に
,,,,,,,,,,,,,,,,,,,,,,,
ルト,F,169,英雄願望の少年,2,5,1,Sl,second,life,緑川 光,照井梢,life,Accept,3000,2560,4400,3960,ルト,ブレイブセバー,プラス思考,,,おすすめの靴
ネノ,M,126,母親代わりの少女,2,5,1,Ma,second,life,洲崎 綾,ネム,life,Accept,2700,2200,4100,3600,ネノ,フレアオーラ,慈愛,,,安全祈願
カヌ,M,127,無垢なる少女,2,5,1,Ma,second,life,井口 裕香,憂,life,Accept,2950,2000,4350,3400,カヌ,リバイタライズ,マナへの適応,,,援護射撃
,,,,,,,,,,,,,,,,,,,,,,,
# 魔神タクリタン戦,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
シュレン,F,170,逆巻く野心,5,17,4,Sl,event,festival,畠中 祐,たわわ実,volcano,MasterFencer,6850,6250,8850,8250,シュレン,帝蓮刃,磨かれた剣技,領主となるために,,第七領の蓮刃
フリーダ,M,128,巨大書庫の主,5,17,4,Ma,event,festival,芝崎 典子,GENJIN,guildtown,Magician,6500,4150,8500,6150,フリーダ,アルケーブウェイン,おっとりオーラ,お得意様探し,,魔術書コレクター
マトイ,F,171,壱領忍衆,4,13,3,Sl,event,festival,和井 みずき,紅緒,volcano,Shinobi,5600,5100,7400,6900,マトイ,忍法ソラカケ,忍びの修行,女の子らしく☆,,忍びの女の子☆
ハヤテ,F,172,忠誠の剣士,4,13,3,Sl,event,festival,鳥野 貴広,ミヤジマハル,volcano,Samurai,5700,5150,7500,6950,ハヤテ,護刀・疾風斬,鬼の護剣術,継る義,,領主の守護
パルゥ,A,88,薬師弓者,4,13,3,Ar,event,festival,小池 理子,スズメユウ,guildtown,Ranger,5300,2850,7100,4650,パルゥ,ヴェノムフィア,お手製の薬,薬師弓者,,薬弓使い
タクリタン,M,129,召喚の魔神,5,20,4,Ma,event,demon,朝日奈 丸佳,ZIS,demon,Demon,5600,3550,9200,5950,タクリタン,ベスニーヴァ,魔神の転送力,渡り歩いた世界で,,世界を渡るもの
,,,,,,,,,,,,,,,,,,,,,,,
レガレ,M,130,深海の姫君,5,16,4,Ma,ring,trade,小林 ゆう,沙汰,forest_sea,Magician,5600,3550,7600,5500,レガレ,レガーロアリーガ,深海の予知者,九領の吉兆,,リュウグウノツカイの加護
,,,,,,,,,,,,,,,,,,,,,,,
# 2周年記念,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ロレッタ,F,173,撃滅魔人,5,20,4,Bl,event,festival,小岩井 ことり,萩谷薫,guildtown,Merchant,7450,7450,9450,9450,ロレッタ,デストロイブレーカー,職魂の戦斧,破壊魔人の真髄,,破壊魔人の剛力
ニンファ,F,174,幸運に導く戦士,5,20,4,Sl,event,festival,内田 真礼,煎茶,guildtown,Warrior,7250,7250,9250,9250,ニンファ,ハッピーブレイズ,幸運の女神様,笑顔に秘めた思い,,幸運のおすそわけ
アルドラ,M,131,万象の大魔導師,5,20,4,Ma,event,festival,内田 真礼,萩谷薫,guildtown,Magician,7400,4700,9400,6700,アルドラ,ヴィレユニヴェール,万象の極意,魔導ギルドの長,,万象の魔導
ナックル,K,87,太陽の騎士,5,18,4,Sl,event,other,柳田 淳一,文太,guildtown,GoldenKnight,6900,7590,,,ナックル,ゴールデンタックル,義勇軍の厄介者,黄金の勇者,,黄金の光
,,,,,,,,,,,,,,,,,,,,,,,
# ケ者チェインストーリーフェス,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ガルルア,F,175,黒毛の双剣士,5,20,4,Sl,second,beasts,柿原 徹也,ネム,beasts,Fighter,7720,6940,9720,8940,ガルルア,ガルルスライス,犬鼻の結束,闘犬の誇り,,追従せし犬鼻
シャロララ,F,176,愛の白兎,5,20,4,Pu,second,beasts,内田 彩,泉彩,beasts,Grappler,7680,6800,9680,8800,シャロララ,ピーティクルリット,身心を捧げて,寂しさを分かつ愛,,兎耳の付添
フォリリネ,F,177,気ままな女狐,5,20,4,Pi,second,beasts,伊瀬 茉莉也,Chiyoko,beasts,Fighter,7280,7350,9280,9350,フォリリネ,リグナ・ルナール,ワガママな女狐,突撃せし戦狐,,気まぐれ狐尾
ザリリオ,F,178,強者を探す牙,4,15,3,Bl,second,beasts,藤村 歩,チェロキー,beasts,Fighter,5680,5580,7480,7380,ザリリオ,デリスダンク,強者との対峙,砕けぬ斧と砕けぬ心,,虎牙の突破力
,,,,,,,,,,,,,,,,,,,,,,,
アスルトル,F,179,呪槍の乙女,5,19,4,Pi,ring,random,小清水亜美,hakus,guildtown,Warrior,7320,6840,9320,8840,アスルトル,マレディクスィオン,呪われし少女,破戒の呪槍,,呪詛の恩恵
,,,,,,,,,,,,,,,,,,,,,,,
# ブレイブフロンティアコラボ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ヴァルガス,F,180,煌覇炎神,5,18,4,Sl,collaboration,brave,檜山 修之,天野英,others,Hero,7330,6350,9330,8350,ヴァルガス,イグニードヴァイザー,炎鳳神の力,未来を紡ぐ燈火,,燃え続ける意思
ルナリス,M,132,艶傀の瞑儚神,5,18,4,Pi,collaboration,brave,佐久間 レイ,天野英,others,Hero,7120,5600,9120,7600,ルナリス,マルチバース,影魔術の奥義,闇葬瞑神の力,,タナトス
セリア,F,181,孤高の剣士,4,13,3,Sl,collaboration,brave,三澤 紗千香,エイリム,others,Summoner,5450,5450,7250,7250,セリア,ガーネットブレイザー,潜在能力の開花,鬼神の波動,,紅き鬼神の叫び
カル,K,88,氷の勇騎士,4,13,3,Pi,collaboration,brave,赤羽根 健治,エイリム,others,Summoner,5350,5850,7150,7650,カル,真・魔神蒼破斬,氷勇の覚醒,閃神の号令,,蒼き魂
ティリス,P,49,女神,5,22,4,He,collaboration,brave,福井 裕佳梨,エイリム,others,Goddess,5440,5000,9040,8000,ティリス,プリティバトルクリスタルキッス♪,女神の導き,虹女神の奇跡,,虹女神の片鱗
,,,,,,,,,,,,,,,,,,,,,,,
イビサム,F,182,笑顔の芸人,4,13,3,Bl,ring,random,大坪 由佳,ネム,oasis,Entertainner,5300,5300,7100,7100,イビサム,ナンデヤネンインパクト,お笑いコンビワーハ,冴え渡るツッコミ,,刹那のツッコミ
バスマ,K,89,笑顔の芸人,4,13,3,Sl,ring,random,村川 梨衣,ネム,oasis,Entertainner,5100,5500,6900,7300,バスマ,オモロイブリザード,お笑いコンビワーハ,天然性のボケ,,ボケの閃き
,,,,,,,,,,,,,,,,,,,,,,,
ツヅミ,F,183,太鼓の奏者,5,16,4,Bl,ring,trade,朴 ろ美,円居雄一郎,volcano,Minstrel,5500,5250,7500,7250,ツヅミ,響鬼崩撃打,響心奏打術,響き渡る打音,,九領の太鼓奏者
,,,,,,,,,,,,,,,,,,,,,,,
# 魔神ロサビス戦,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ロザリア,F,184,亡国の王女,5,18,4,Pi,event,festival,小林 ゆう,天野英,others,Demon,7040,7020,9040,9020,ロザリア,アディリスクーペ,亡国の魔剣,情愛の聖剣,,魔剣の指導
ロサビス,K,90,鋼の魔神,5,22,4,Bl,event,demon,緒方 恵美,天野英,demon,Demon,5100,5600,8900,11000,ロサビス,グロスフェール,魔神の鉄鋼,鋼の忠心,,鉄魔神
,,,,,,,,,,,,,,,,,,,,,,,
# フーコの夏祭り,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
シンフォニア,K,91,絢爛の法被,5,17,4,Sl,event,festival,佐倉 綾音,武城にしき,holytown,Paladin,6400,7700,8400,9700,シンフォニア,アーティライト,眩い法被,お祭りの先導者,,法被の光
ヴェルナー,M,133,甚平兵団師団長,5,16,4,Ma,event,festival,柳田 淳一,天野英,academy,Magician,6800,3500,8800,5500,ヴェルナー,ヴォルケーノ,甚平の戦闘狂,破壊の華火,,甚平の波動
ユニ,M,134,浴衣兵団隊長,5,16,4,Sl,event,festival,小岩井 ことり,NPA,academy,RuneFencer,6600,3570,8600,5570,ユニ,アブソリュートゼロ,浴衣戦士の戦闘技能,ぬるめの湯,,かき氷の刻印
ローエンディア,K,92,浴衣の白百合,4,12,3,Sl,event,festival,内田 真礼,木志田コテツ,holytown,Paladin,4800,5990,6600,7790,ローエンディア,フルーレ,白百合の守護者,青嵐の奥義,,白き浴衣道
エレミア,M,135,浴衣のメイド,4,12,3,Ma,event,festival,小岩井 ことり,DSマイル,academy,Servant,5400,2930,7200,4730,エレミア,メイド式治療術,マナの素養,ユカタオブユカタ,,浴衣式準備術
アリエッタ,P,50,浴衣の司祭,4,12,3,He,event,festival,内田 真礼,秋津たいら,holytown,Priest,5450,3200,7250,5000,アリエッタ,ヘイストヒール,雨上がりの虹,安らぎの花,,紫陽花心
フーコ,F,185,すごうで忍者,5,20,4,Sl,event,war,小岩井 ことり,Nardack,volcano,Shinobi,5800,5010,9000,8100,フーコ,くのいちのおうぎ,たましいのけいやく,ひめさまのくのいち,,かげのたいちょう
フィーナ,P,51,年代記の浴衣,5,16,4,He,event,war,佐倉 綾音,toi8,volunteers,Chronicler,4400,2600,9400,6600,フィーナ,クロノス,短夜の蛍火,義勇軍への涼風,,フィーナの涼風
,,,,,,,,,,,,,,,,,,,,,,,
シュゾン,K,93,スラム期待の星,5,16,4,Sl,ring,trade,大坪 由佳,泉彩,guildtown,Guard,5250,6150,7250,8150,シュゾン,ソニックドライブ,笑顔の護り手,鎧の絆,,平和への決意
,,,,,,,,,,,,,,,,,,,,,,,
# 罪の大陸新キャラ追加,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ホルスト,A,89,贖罪の双銃闘術,5,20,4,Gu,second,criminal,稲田 徹,NPA,criminal,Gunner,7200,5000,9200,7000,ホルスト,双銃闘術・衝式,双銃闘術轟式,双銃闘術煉式,,双銃闘術・掩式
ヨハンナ,A,90,劇場型犯罪女優,5,20,4,Gu,second,criminal,伊瀬 茉莉也,mamuru,criminal,Actor,7750,3550,9750,5550,ヨハンナ,ドラマティックプリズン,劇場の悪魔,悲劇の終演,,役者の手解き
ユディト,A,91,情念の復讐者,5,20,4,Sh,second,criminal,沢城 みゆき,タカナシカナ,criminal,Sniper,7880,3480,9880,5480,ユディト,サン・ルヴァンシュ,報復を誓う決意,終わらない凶弾,,監獄の復讐鬼
ベッツィー,F,186,血染めの花,4,15,3,Sl,second,criminal,小山 茉美,卵の黄身,criminal,Killer,5700,5700,7500,7500,ベッツィー,ブラッドレイン,血浴び剣術,血欲を断ちて,,血浴びの秘訣
,,,,,,,,,,,,,,,,,,,,,,,
# シャイニング・レゾナンスコラボ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ジーナス,F,187,孤高のドラゴンスレイヤー,5,18,4,Sl,collaboration,shiningresonance,神谷 浩史,Tony,others,Dragon Slayer,7200,6320,9200,8320,ジーナス,竜気・煌爪斬,縮地＆不滅の肉体,裂帛の気合,,凄然たる狂刃
ゼスト,F,188,帝国最狂の破戒騎士,5,18,4,Sl,collaboration,shiningresonance,保志 総一朗,Tony,others,Berserker,7450,6000,9450,8000,ゼスト,バレットソウル,我流暗黒闘技,絶大なる力,,解放する破戒の力
エクセラ,K,94,神曲の竜騎士姫,5,18,4,Pi,collaboration,shiningresonance,水樹 奈々,Tony,others,Dragon Master,6750,7650,8750,9650,エクセラ,ドラグーンダイブ,星の解放,天翔ける刻の翼,,帝国皇女
ベアトリス,F,189,月影に忍ぶ妖精,4,13,3,Sl,collaboration,shiningresonance,桑島 法子,Tony,others,Ninja Master,5500,5000,7300,6800,ベアトリス,光輪演武,暗黒忍術,闇の瘴気,,闇の刃
ゲオルグ,K,95,竜を狙う黒き狼,4,13,3,Sl,collaboration,shiningresonance,小山 力也,Tony,others,Arch Paradin,5200,5850,7000,7650,ゲオルグ,ライバルアタック,神の恩恵,神を継ぐ者,,黒狼の補助
マリオン,A,92,魔眼の弾き手,4,13,3,Sh,collaboration,shiningresonance,沢城 みゆき,Tony,others,Dragonar,5400,3000,7200,4800,マリオン,チャージブラスター,コード・カノン,コード・ソーサリー,,測定魔眼
ヨアヒム,P,52,断罪の錬金術師,4,13,3,He,collaboration,shiningresonance,中井 和哉,Tony,others,Alchemist,5180,4250,6980,6050,ヨアヒム,オペの時間,研究に溺れる者,マッドサイエンティスト,,断罪の加護
,,,,,,,,,,,,,,,,,,,,,,,
ユーマ,F,190,竜の心を持つ少年,5,18,4,Sl,collaboration,shiningresonance,島崎 信長,Tony,others,Dragon,7050,7050,9050,9050,ユーマ,ドラゴンスクェア,竜の鼓動,共鳴「レゾナンス」,,煌めく明星
ソニア,K,96,竜を導く稲妻王女,5,18,4,Pi,collaboration,shiningresonance,瀬戸 麻沙美,Tony,others,Princess,6650,7450,8650,9450,ソニア,ミリオンスラスト,ナイトカウンター,アストリアの稲妻王女,,白銀王女
キリカ,A,93,古の歌を継ぐ少女,5,18,4,Ar,collaboration,shiningresonance,早見 沙織,Tony,others,Dragonar,7180,4000,9180,6000,キリカ,閃煌,虎穿ち＆貫きの弓構え,夏詠歌「日輪の煌き」,,生命の守護
アグナム,F,191,爆音の炎術師,4,13,3,Bl,collaboration,shiningresonance,宮野 真守,Tony,others,Dragonar,5400,5400,7200,7200,アグナム,ヴァルブレイズ,ライジングブレイズ,エンカレッジサークル,,頼れる兄貴
レスティ,K,97,氷牙の妖精騎士,4,13,3,Pi,collaboration,shiningresonance,中村 悠一,Tony,others,Dragonar,5300,5750,7100,7550,レスティ,凍気滅刃,零下の返刃,必殲の崩撃,,冷静な戦槍
リンナ,P,53,旋風の精霊使い,4,13,3,He,collaboration,shiningresonance,茅野 愛衣,Tony,others,Dragonar,5450,3900,7250,5700,リンナ,エタニティウィンド,セイントウィッチ,ストリームヘイスト,,忠義の絆
,,,,,,,,,,,,,,,,,,,,,,,
ソニア,K,98,黄金の雷撃姫,5,20,4,Pi,collaboration,shiningresonance,瀬戸 麻沙美,Tony,others,Dragonar,4650,5650,8650,9650,ソニア,神速の雷光,覚悟の盾,オーラブレード,,姫たる想い
キリカ,A,94,聖印の歌巫女,5,20,4,Ar,collaboration,shiningresonance,早見 沙織,Tony,others,Dragonar,4900,2800,9100,6200,キリカ,秋詠歌「微笑みのなる樹」,メイクアップ,聖印の歌声,,安らぐ歌声
,,,,,,,,,,,,,,,,,,,,,,,
# 2部6章,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
フェーべ,K,99,翼の少女,5,20,4,Pi,second,machine,小林 ゆう,NPA,machine,Cyborg,7200,7900,9200,9900,フェーべ,ラーゼンヴィント,アクセレータ,エクストラエナジー,,サブソニック
エレメンガルト,K,100,殺戮機械,5,20,4,Pi,second,machine,田村 ゆかり,Nidy-2D-,machine,Soldier,7100,8000,9100,10000,エレメンガルト,ツェーレシュトロム,キリングエンジン,一滴の意思,,反響する涙
ケーテ,K,101,明日を穿つ左腕,5,20,4,Bl,second,machine,内田 彩,竜徹,machine,Cyborg,7350,7650,9350,9650,ケーテ,ヴァイガーン,明日への弾丸,リベリオンエンジン,,キャノンブースト
ハンネス,A,95,全身武器庫,5,20,4,Sh,second,machine,藤原 啓治,平将,machine,Soldier,8250,3650,10250,5650,ハンネス,ヴルカーン,ブレイクエンジン,ギガンティックボディ,,ヘルファイア
オリヴィア,A,96,孤独な兵器,5,20,4,Gu,second,machine,三石 琴乃,NPA,machine,Soldier,7600,4300,9600,6300,オリヴィア,ハイリヒトゥーム,ラピットファイア,エマージェンシエンジン,,戦場に響く銃声
,,,,,,,,,,,,,,,,,,,,,,,
アルトルム,F,192,鉄の拳,4,15,3,Pu,second,machine,緑川 光,平将,machine,Grappler,6000,5500,7800,7300,アルトルム,ドゥエル,拳で語れ,ダンディエンジン,,ナイスマッスル
アリーナ,F,193,機械仕掛けの右手,4,15,3,Pu,second,machine,伊藤 静,NPA,machine,Grappler,5760,5250,7560,7050,アリーナ,アイゼンフォスト,ヘヴィモーター,この拳にかけて,,打ち砕く鉄拳
ディートリンデ,K,102,蒸気機関車車掌,4,15,3,Pi,second,machine,今井 麻美,ricci,machine,Conductress,5800,6200,7600,8000,ディートリンデ,ゲシュヴィント,セーフティジャニー,ロコモエンジン,,時間厳守！
フロレンツィア,K,103,蒸気纏う衛士,4,15,3,Bl,second,machine,伊藤 かな恵,卵の黄身,machine,Guard,5650,6350,7450,8150,フロレンツィア,エントツュンデン,ヒートアップ！,パイロエンジン,,灼熱の闘志
フリードリッヒ,K,104,衰え知らぬ肉体,4,15,3,Bl,second,machine,銀河 万丈,竜徹,machine,Cyborg,5600,7000,7400,8800,フリードリッヒ,オー・マインケルパ,不朽のボディ,フルメタルエンジン,,グレートボディ
エーリヒ,A,97,警邏隊,4,15,3,Sh,second,machine,浪川 大輔,萩谷薫,machine,Guard,5750,3150,7550,4950,エーリヒ,シャルフシィーシェン,エリート狙撃兵,警邏隊の義務,,後衛射撃
ランドルフ,A,98,警邏隊,4,15,3,Sh,second,machine,稲田 徹,萩谷薫,machine,Guard,5600,3300,7400,5100,ランドルフ,シュネルフォイヤー,叩き上げガンマン,警邏隊のゾンビ野郎,,前衛射撃
ミリヤム,A,99,,4,15,3,Sh,second,machine,三澤 紗千香,I☆LA,machine,Curator,5150,3500,6950,5300,ミリヤム,ランツェカノネ,知識の蓄積,過去からの学び,,歴史のひとかけら
ビアンカ,P,54,貧民街の導き手,4,15,3,He,second,machine,皆口 裕子,天野英,machine,Healer,5300,4400,7100,6200,ビアンカ,フェータイディゲン,広い世界では,感じる光,,未来のために
,,,,,,,,,,,,,,,,,,,,,,,
クルト,F,194,穴掘り少年,3,10,2,Pu,second,machine,赤羽根 健治,lsck,machine,Cyborg,4750,3600,6350,5200,クルト,ヴィヒティッヒシャッツ,大切なドリル,,,追い打ち
オティーリエ,K,105,壊れかけたお嬢様,3,10,2,Pi,second,machine,小林 ゆう,Chiyoko,machine,Cyborg,,,,,オティーリエ,ライナーシュラーク,自己修復,,,修復機能
アンチェ,K,106,見習い修理工,3,10,2,Bl,second,machine,福圓 美里,秋津たいら,machine,Smith,,,,,アンチェ,レパラトゥーラハンマー,大切な時計,,,緊急防御
アニヤ,K,107,クイズの申し子,3,10,2,Sl,second,machine,伊瀬 茉莉也,葉山えいし,machine,Cyborg,4600,4750,6200,6350,アニヤ,アントヴォルト,クイズ自慢,,,戦闘作法・上級
アレックス,K,108,弱き者の盾,3,10,2,Pi,second,machine,檜山 修之,西野幸治,machine,Cyborg,,,,,アレックス,ドライファッハシュタンフェン,弱者を守る信念,,,本気
カーヤ,K,109,熱をくべる少女,3,10,2,Bl,second,machine,佐久間 レイ,moc,machine,Cyborg,4800,4960,6400,6560,カーヤ,ツァーンラート,メタルキラー,,,勤勉者
イリーネ,A,100,楽器でできた少女,3,10,2,Ar,second,machine,藤村 歩,hippo,machine,Minstrel,,,,,イリーネ,マシーネリーコンツェルト,市街戦闘,,,街の音楽家
レーネ,A,101,二丁拳銃の賞金稼ぎ,3,10,2,Gu,second,machine,渕上 舞,シモシ,machine,Gunner,,,,,レーネ,ゼクスフォイヤー,早撃ち賞金稼ぎ,,,賞金稼ぎの技術
ラース,P,55,機械の医師,3,10,2,He,second,machine,速水 奨,チェロキー,machine,Medic,,,,,ラース,ベハンドルング,誇りのブローチ,,,毒耐性
,,,,,,,,,,,,,,,,,,,,,,,
ツィスカ,K,110,悪ガキ大将,2,6,1,Bl,second,machine,寺崎 裕香,カガミレイ,machine,Cyborg,,,,,ツィスカ,ウンクラオト,火事場力,,,本気
エッケハルト,A,102,古代文明の探究者,2,6,1,Gu,second,machine,藤原 啓治,三好載克,machine,Professor,2760,1430,4160,2830,エッケハルト,エントデックング,弱点狙い,,,援護射撃
,,,,,,,,,,,,,,,,,,,,,,,
ライラック,K,111,弔いの聖騎士,5,19,4,Sl,ring,random,皆口 裕子,煎茶,holytown,Paladin,6960,7540,8960,9540,ライラック,リラ・エクレール,弔い悔やむ紫花,弔い生きる紫花,,弔いの花言葉
,,,,,,,,,,,,,,,,,,,,,,,
# 九領キャラ追加,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ミシマ,F,195,海を総べる第十領主,5,18,4,Sl,first,volcano,緑川 光,lack,volcano,MasterFencer,7000,7000,9000,9000,ミシマ,海斬波,海を率いる領主,野望を抱く海の覇者,,十領領主の助言
ムラクモ,F,196,主求めし剣豪,5,18,4,Sl,first,volcano,皆口 裕子,ilumine works,volcano,MasterFencer,7100,6750,9100,8750,ムラクモ,紫雲の太刀,雲散霧消の一刃,義勇軍の白雲,,霧雲の剣術
クズノハ,M,136,式神使い,5,18,4,Ma,first,volcano,田村 ゆかり,hakus,volcano,Magician,7040,4040,9040,6040,クズノハ,呪式・昏々祟り,孤独な式神使い,絆の式神,,式神纏い
キョウカ,F,197,最恐の主婦,4,13,3,Sl,first,volcano,藤井 ゆきよ,I☆LA,volcano,Housewife,5320,5320,7120,7120,キョウカ,献妻の一撃,愛の応援,鬼の本性,,鬼嫁の加護
エンクウ,P,56,棺を担ぐ鬼坊主,4,13,3,He,first,volcano,中村 悠一,武城にしき,volcano,Priest,5580,3880,7380,5680,エンクウ,鬼僧の馳走,高徳な坊主,飢えを救う歩み,,一飯の恩
,,,,,,,,,,,,,,,,,,,,,,,
# 竜徹フェス,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
フリージア,M,137,薄氷の魔法使い,5,18,4,Ma,first,mountain,小岩井 ことり,竜徹,mountain,Magician,6960,4160,8960,6160,フリージア,コキュートスドライブ,極氷使いの魔術師,清輝の氷,,氷の魔杖
