#名前,職,index,名前,系統,条件,効果,対象,備考,武器名
,,,神眼の煌めき,buff_self,super_gauge_max,atkspeedup,self,,
,,,,buff_self,super_gauge_max,critdamup,self,,
オデッセイア,M,149,深海の大魔力,mana,battle_start,mana_charge,resource,砂浜/船上/海中の時は2個,
,,,,add_debuff,skill,freeze,enemy,,
,,,,heal,wave_start,heal_one,hp_worst,,
,,,深海の姫皇子,field,in_beach,atkdefup,all,,
,,,,field,in_ship,atkdefup,all,,
,,,,field,in_sea,atkdefup,all,,
,,,,field,in_beach,critup,all,,
,,,,field,in_ship,critup,all,,
,,,,field,in_sea,critup,all,,
,,,,mana,own_skill,super_gauge_gain,all,,
メッテイヤ,M,150,竜神の誇り,mana,in_chain,mana_cost_down,self,1Chainで-1　2Chainで-2,
,,,竜神の怒り,killup,kill,atkspeedup,self,,
,,,,killup,kill,critup,self,,
,,,,,,,,,
ミョルン,F,211,最愛の友,buff_self,any,speedup,self,,
,,,,buff_self,any,crdamup,self,,
,,,,mana,kill,mana_drop,self,,
,,,闘いの遠吠え,buff_self,wave_start,atkspeedup,self,,
,,,,buff_one,wave_start,atkspeedup,other,一番近い対象,
ミンミ,K,115,勇猛乃指輪,buff_self,any,defup,self,,
,,,,buff_self,hp_upto,atkdefup,self,,
,,,共に進む,heal,others_skill,heal_self,self,,
,,,,buff_self,others_skill,atkdefup,self,僧のみ,
シリル,K,116,譲り受けた勇気,buff_self,dropout_member,atkup,self,,
,,,,heal,dropout_member,heal_self,self,,
,,,,field,in_battlefield,atkup,self,,
,,,首飾りの導き,buff_self,in_head,speedup,self,,
,,,,heal,in_head,heal_cycle,self,,
シェキナ,A,108,爆裂の大矢,buff_self,waiting,atkup,self,,
,,,発勁乃籠手,buff_self,any,critup,self,,
,,,,add_debuff,skill,defdown,enemy,,
,,,,add_debuff,critical,defdown,enemy,,
レンレ,P,60,守護乃指輪,buff_self,any,healareaup,self,,
,,,誓いの治癒,heal,wave_start,heal_one,knight,一番近い対象,
,,,,buff_one,wave_start,defup,knight,一番近い対象,
フィシ,P,61,生命乃如雨露,mana,own_skill,super_gauge_gain,all,,
,,,世界樹のマナ,mana,battle_start,mana_charge,resource,,
,,,,heal,wave_start,heal_all,all,,
,,,,,,,,,
ギュネス,P,62,日輪の導き,mana,own_skill,super_gauge_gain,all,,
,,,,buff_self,any,healup,self,,
,,,,,,,,,
# クリスマス2015/監獄チェインストーリー,,,,,,,,,
,,,,,,,,,
キャロル,M,151,聖夜祭の少女,element,attack,ice,self,,
,,,,against_debuff,any,guard_freeze,self,,
,,,ハッピースターズ,mana,wave_start,slot_slow,resource,,
,,,,add_debuff,attack,freeze,enemy,,
リーア,P,63,純真,in_debuff,in_poison,defspeedup,self,,
,,,,in_debuff,in_blind,defspeedup,self,,
,,,,in_debuff,in_slow,defspeedup,self,,
,,,,buff_self,any,healup,self,,
,,,,buff_self,any,areashift,self,,
,,,無垢,buff_jobs,any,atkup,archer,,
,,,,buff_jobs,any,defspeedup,jobs,対象：戦/騎,
,,,,heal,wave_start,heal_jobs,jobs,対象：戦/騎,
,,,,,,,,,
# 魔神ズフラス戦,,,,,,,,,
,,,,,,,,,
エイラ,K,117,森妖精の騎士,add_debuff,critical,slow,enemy,,
,,,,add_debuff,add_slow,defdown,enemy,,
,,,,add_debuff,add_slow,delayup,enemy,,
,,,人と森の架け橋,buff_self,union,critdamup,self,条件：騎3名以上,
,,,,buff_self,union,speedup,self,条件：弓,
,,,,field,in_forest,atkdefup,all,,
ズフラス,A,109,魔神の渇求,mana,wave_start,mana_boost,resource,森林で効果上昇,
,,,,field,in_forest,fullup,all,,
,,,救済の森人,buff_self,attack,delayoff,self,,
,,,,buff_self,attack,atkup,self,,
,,,,add_debuff,attack,poison,enemy,,
,,,,add_debuff,add_poison,atkdown,enemy,,
,,,,,,,,,
# 2016新年,,,,,,,,,
,,,,,,,,,
シュザ,F,212,先導する覇王,against_debuff,any,guard_slow,self,,
,,,,against_debuff,any,guard_down,self,,
,,,,against_debuff,any,guard_seal,self,,
,,,,buff_all,union,atkdefup,all,条件：九領所属,
,,,,buff_all,union,critup,all,条件：九領所属,
,,,羅刹となりて,buff_self,wave_start,atkup,self,,
,,,,buff_self,wave_start,speedup,self,条件：HP51%以上,
,,,,buff_self,wave_start,defup,self,条件：HP50%以下,
マカコ,F,213,猿の森妖精,field,in_forest,fullup,self,,
,,,,add_debuff,skill,poison,enemy,,
,,,,add_debuff,skill,slow,enemy,,
,,,,add_debuff,skill,blind,enemy,,
,,,計算されたイタズラ,add_debuff,skill,down,enemy,,
,,,,buff_self,enemys_debuff,atkup,self,毒/スロウ/暗闇,
,,,,,,,,,
タピール,M,152,悪夢喰いの祝福,pierce,kill,pierce,enemy,弾速は低下,
,,,,mana,wave_start,mana_boost,resource,フィールドが異空間,
,,,,field,in_dimension,speedup,self,,
,,,夢か現か,buff_self,in_move,invisible,self,,
,,,,buff_self,in_invisible,atkup,self,,
,,,,killup,kill,atkup,self,,
アトノア,M,153,ちょーよゆーっしょ！,mana,battle_start,mana_charge,resource,,
,,,,mana,kill,mana_drop,resource,,
,,,言霊の力,against_debuff,any,guard_seal,self,,
,,,,mana,wave_start,slot_slow,resource,,
,,,,,,,,,
# 空の軌跡SCコラボ,,,,,,,,,
,,,,,,,,,
ヨシュア,F,214,魔眼・改,buff_self,any,speedup,self,,
,,,,for_debuff,for_poison,atkup,self,,
,,,,for_debuff,for_blind,atkup,self,,
,,,,for_debuff,for_slow,atkup,self,,
,,,集団戦闘術,buff_self,in_enemy_area,atkup,self,,
,,,,buff_self,in_front,defup,self,条件：3名以上,
,,,,heal,in_front,heal_cycle,self,条件：3名以上,
レーヴェ,F,216,剣帝,buff_self,any,crdamup,self,,
,,,,buff_self,in_attacking,atkdefup,self,異なる敵を攻撃すると効果上昇,
,,,修羅,against_debuff,any,guard_slow,self,,
,,,,against_debuff,any,guard_seal,self,,
,,,,killup,kill,atkup,self,,
エステル,K,118,掛け声,buff_all,any,atkup,all,,
,,,,buff_all,others_skill,atkup,all,,
,,,太陽の娘,buff_all,wave_start,atkspeedup,all,,
,,,,heal,wave_start,heal_all,all,,
レン,M,154,環境適応能力,combat,attack,combat,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,buff_self,attack,atkup,self,遠距離のみ　攻撃間隔は増加,
,,,パテル＝マテル,heal,any,heal_cycle,self,,
,,,,invincible,dropout_self,invincible,self,,
,,,,heal,dropout_self,heal_self,self,,
,,,,buff_self,dropout_self,fullup,self,,
,,,,,,,,,
ヨシュア,F,215,魔眼,for_debuff,for_poison,atkup,self,,
,,,,for_debuff,for_blind,atkup,self,,
,,,,for_debuff,for_slow,atkup,self,,
,,,執行者No.XIII,buff_self,in_enemy_area,atkup,self,,
アネラス,F,217,落葉,buff_self,any,atkup,self,防御力低下,
,,,,add_debuff,attack,slow,enemy,,
,,,八葉一刀流,buff_self,any,speedup,self,,
,,,,buff_self,any,crdamup,self,,
クローゼ,K,119,ケンプファーII,add_debuff,attack,atkdefdown,enemy,,
,,,王女の資質,against_debuff,any,guard_seal,self,,
,,,,heal,wave_start,heal_all,all,,
アガット,K,120,バッファローレイジII,buff_self,any,atkup,self,,
,,,,element,attack,fire,self,,
,,,,buff_self,hp_downto,atkup,self,,
,,,仲間想い,buff_self,union,defup,self,条件：弓,
,,,,buff_self,boss_wave,speedup,self,防御力低下,
オリビエ,A,110,ハッピートリガーII,buff_self,attack,atkup,self,,
,,,,pierce,kill,pierce,enemy,,
,,,,heal,wave_start,heal_one,hp_worst,,
,,,愛の狩人,killup,kill,atkspeedup,self,暗闇/スロウの敵にとどめで効果上昇,
ティータ,A,111,スモークカノンII,add_debuff,attack,blind,enemy,,
,,,,buff_self,attack,single_shoot,self,,
,,,,buff_self,attack,atkup,self,,
,,,発明家の援護,buff_jobs,any,defup,knight,,
,,,,,,,,,
# 王都に咲く白百合,,,,,,,,,
,,,,,,,,,
ユリアナ,K,121,希望の象徴,mana,battle_start,mana_charge,resource,,
,,,,heal,union,heal_cycle,self,条件：自分以外の騎1名以上,
,,,,buff_self,union,atkspeedup,self,条件：自分以外の騎2名以上,
,,,聖王女の誓い,buff_jobs,any,atkdefup,knight,,
,,,,buff_weapons,any,atkup,weapons,対象：斬,
,,,,buff_weapons,any,critup,weapons,対象：打,
,,,,buff_weapons,any,speedup,weapons,対象：突,
リフレット,K,122,日輪の護り手,against_debuff,any,guard_poison,self,,
,,,,against_debuff,any,guard_down,self,,
,,,,add_debuff,critical,tumble,enemy,,
,,,,buff_self,in_enemy_area,critdamup,self,,
,,,心優しき向日葵,buff_self,any,atkdefup,self,,
,,,,buff_self,hp_downto,atkdefup,self,,
,,,,heal,wave_start,heal_all,self,,
ローエンディア,K,123,清浄の白百合,buff_self,any,guardup,self,,
,,,,buff_self,in_combo,atkspeedup,self,,
,,,天翼の秘奥義,buff_self,boss_wave,atkup,self,,
,,,,buff_self,boss_wave,critup,self,,
,,,,skillup,others_skill,skill_atkup,self,,
,,,,,,,,,
# 戦場のヴァルキュリアコラボ,,,,,,,,,
,,,,,,,,,
イムカ,F,218,孤高,buff_self,in_front,atkdefup,self,人数が多いほど効果上昇,
,,,果たすべき復讐,buff_self,own_skill,atkdefup,self,フィールドに敵が多いほど効果上昇,
セルベリア,K,124,蒼の魔女,buff_self,any,atkspeedup,self,,
,,,,heal,any,heal_cycle,self,,
,,,,buff_self,any,guardup,self,,
,,,ドライシュテルン,buff_jobs,union,atkdefup,jobs,条件：弓　対象：騎/弓,
,,,,buff_jobs,union,speedup,weapons,条件：弓　対象：狙,
,,,,buff_jobs,union,critup,weapons,条件：弓　対象：狙,
アリシア,A,112,不可避射撃,buff_self,any,speedup,self,,
,,,,buff_self,attack,atkup,self,,
,,,,buff_self,attack,single_shoot,self,,
,,,,buff_self,attack,bullet_speedup,self,,
,,,,pierce,kill,pierce,enemy,,
,,,平和への想い,buff_self,hp_downto,atkup,self,,
,,,,buff_self,hp_downto,critup,self,,
,,,,heal,wave_start,heal_all,all,,
,,,,resource,battle_end,ap_recover,resource,,
リエラ,A,113,心頭滅却,against_debuff,any,guard_all,self,,
,,,,buff_self,attack,delayoff,self,遠距離攻撃の威力が低下,
,,,,combat,attack,combat,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,buff_self,combat,atkup,self,,
,,,私の居場所,counter,defend,counterattack,enemy,,
,,,,buff_self,guard,atkdefup,self,,
,,,,,,,,,
ユリアナ,K,125,勝ち気,buff_self,boss_wave,atkspeedup,self,,
,,,,field,in_town,atkup,self,,
,,,指揮官の資質,buff_self,in_head,defup,self,,
,,,,buff_self,hp_downto,defup,self,,
ウェルキン,A,114,愛しい気持ち,buff_self,wave_start,atkdefup,self,,
,,,,buff_others,wave_start,atkdefup,archer,一番近い対象,
,,,,field,in_forest,atkspeedup,self,,
,,,オーダー【一斉射撃】,buff_jobs,in_sub,atkup,archer,,
イーディ,A,115,近接戦闘技術,buff_self,attack,rapid_shoot,self,威力は低下,
,,,,combat,attack,combat,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,buff_self,combat,atkup,self,,
,,,イーディ分隊突撃！,buff_all,any,defup,all,,
,,,,invincible,dropout_self,invincible,self,,
,,,,heal,dropout_self,heal_self,self,,
クルト,A,116,直接指揮,buff_self,attack,single_shoot,self,,
,,,,buff_self,attack,atkup,self,,
,,,,buff_others,wave_start,atkup,jobs,対象：戦/弓,
,,,名もなき英雄,buff_self,union,atkup,self,条件：自分以外の戦/弓2名以上,
,,,,buff_self,union,critup,self,条件：自分以外の戦/弓2名以上,
,,,,,,,,,
# 大海新キャラ,,,,,,,,,
,,,,,,,,,
チェイス,A,117,宝物を追う海賊,resource,battle_start,treasure,resource,,
,,,,resource,battle_end,goldup,resource,,
,,,,buff_self,attack,atkup,self,,
,,,,pierce,kill,pierce,enemy,,
,,,心に眠る財宝,heal,wave_start,heal_all,all,,
,,,,buff_self,union,atkup,self,条件：戦/騎,
,,,,buff_self,union,atkspeedup,self,条件：僧,
ミラベル,P,64,清麗な信仰心,buff_self,any,areaup,self,,
,,,,heal,wave_start,heal_one,hp_worst,,
,,,,resource,battle_end,expup,resource,,
,,,聖なる祈り,mana,battle_start,mana_charge,resource,,
,,,,buff_self,mana_charged,healareaup,self,,
,,,,mana,wave_start,mana_boost,resource,,
イングリス,P,65,商売神官,resource,battle_end,goldup,resource,,
,,,,buff_self,any,healareaup,self,,
,,,金貨も銀貨も思し召し,resource,battle_end,goldup,resource,,
,,,,buff_all,wave_start,critup,all,,
,,,,,,,,,
# バレンタイン2016,,,,,,,,,
,,,,,,,,,
モナミ,P,66,伝わらない想い,buff_self,any,speedup,self,,
,,,,buff_self,any,healup,self,,
,,,,resource,battle_end,ap_recover,resource,,
,,,隠された想い,buff_jobs,any,defup,knight,,
,,,,heal,wave_start,heal_all,all,,
,,,,,,,,,
# 魔法兵団フェス,,,,,,,,,
,,,,,,,,,
ヴェルナー,M,155,紅蓮の戦闘狂,element,attack,fire,self,,
,,,,killup,kill,atkup,self,,
,,,灼炎の破壊神,buff_self,attack,atkup,self,,
,,,,add_debuff,attack,down,enemy,,
,,,,buff_self,super_gauge_max,atkspeedup,self,,
カティア,M,156,正義の魔法戦士,combat,attack,combat,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,buff_self,in_front,defup,self,条件：2名以上,
,,,,buff_self,in_front,atkup,self,条件：3名以上,
,,,魔法兵団統括師団長,buff_all,any,atkdefup,all,条件：賢者の塔所属,
,,,,buff_weapons,any,atkspeedup,weapons,条件：斬,
ユニ,M,157,氷淵の女王,add_debuff,attack,freeze,enemy,,
,,,,buff_self,mana_droped,atkup,self,魔マナのみ,
,,,笑顔の雪霰,combat,attack,combat,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,buff_self,combat,atkup,self,,
,,,,counter,defend,counterattack,enemy,,
,,,,add_debuff,counter,freeze,enemy,,
,,,,,,,,,
# 2部7章後半（書架）,,,,,,,,,
,,,,,,,,,
ラベゼリン,F,219,成功の魔神,mana,wave_start,composite,resource,戦＋魔,
,,,,buff_self,has_mana,atkspeedup,self,戦/魔,
,,,,buff_self,union,defup,self,条件：魔,
,,,,buff_self,union,critdamup,self,条件：魔,
,,,本当の望み,mana,wave_start,mana_boost,resource,,
,,,,buff_others,wave_start,fullup,magician,一番近い対象,
,,,,counter,defend,counterattack,enemy,,
スーリヤ,F,220,天翔ける刃,mana,battle_start,mana_charge,resource,2個,
,,,,buff_self,skill_hit,atkspeedup,self,,
,,,隊長の覚悟,buff_self,any,crdamup,self,,
,,,,buff_all,super_gauge_max,atkspeedup,all,,
,,,,heal,super_gauge_max,heal_all,all,,
セレン,K,126,魔神の守護,heal,wave_start,heal_self,self,,
,,,,heal,wave_start,heal_one,hp_worst,,
,,,,buff_self,wave_start,barrier,self,,
,,,,buff_one,wave_start,barrier,hp_worst,,
,,,使命の守護,heal,others_skill,heal_self,self,,
,,,,buff_self,others_skill,fullup,self,,
,,,,buff_all,others_skill,defup,all,スキル使用者が僧,
アストライア,K,127,怨恨の蓄積,buff_self,in_attacking,atkspeedup,self,,
,,,,killup,kill,atkspeedup,self,,
,,,恨みの鎌,killer,vs_black,atkdefup,self,,
,,,,invincible,dropout_self,invincible,self,,
,,,,heal,dropout_self,heal_self,self,,
グール＝ヴール,A,118,漆黒の弾丸,for_debuff,for_poison,atkup,self,,
,,,,for_debuff,for_blind,atkup,self,,
,,,,pierce,kill,pierce,enemy,,
,,,増幅する闇,killup,kill,atkup,self,スキルのみ,
,,,,killup,kill_debuff,critdamup,self,毒/暗闇,
マスカルウィン,M,158,死の魔神,combat,attack,combat,self,,
,,,,buff_self,combat,atkup,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,buff_one,wave_start,atkup,hp_worst,,
,,,渦巻く瘴気,add_debuff,attack,atkdown,enemy,,
,,,,add_debuff,attack,speeddown,enemy,,
,,,,buff_self,attack,defup,self,,
,,,,mana,kill,mana_drop,resource,スキルで確率UP,
ペレキュデス,M,159,タイムワインド,killup,kill,atkspeedup,self,,
,,,,buff_all,others_skill,atkspeedup,all,,
,,,タイムリワインド,mana,in_chain,mana_drop,resource,3Chainで必ず1つ,
シヴァーニ,M,160,虹彩の意思,buff_self,mana_droped,atkup,self,,
,,,,buff_self,in_combo,speedup,self,,
,,,,pierce,in_combo,pierce,enemy,,
,,,虹色魔力,mana,battle_start,mana_charge,resource,,
,,,,buff_self,mana_charged,atkup,self,,
,,,,add_debuff,skill,tumble,enemy,条件：魔マナ以外を所持,
,,,,,,,,,
スカレット,F,221,骨化の真髄【破】,against_debuff,any,guard_poison,self,,
,,,,against_debuff,any,guard_weaken,self,,
,,,,against_debuff,any,guard_undead,self,,
,,,,buff_self,union,atkup,self,条件：騎,
,,,,buff_self,union,crdamup,self,条件：弓,
,,,骸骨戦士の殲滅術,for_debuff,for_slow,atkup,self,,
,,,,for_debuff,for_down,atkup,self,,
,,,,heal,kill,heal_self,self,,
,,,,killup,kill,critup,self,,
ソーマ,F,222,瞬蒼のヴァジュラ使い,buff_self,super_gauge_max,atkspeedup,self,,
,,,第四小隊の熱い男,mana,kill,mana_drop,resource,スキルで確率UP,
,,,,buff_self,wave_start,atkup,self,,
,,,,buff_self,wave_start,critup,self,,
,,,,buff_jobs,wave_start,atkup,fighter,一番攻撃力の高い対象,
,,,,buff_jobs,wave_start,critup,fighter,一番攻撃力の高い対象,
クライド,F,223,なまくら英雄,buff_self,hp_downto,atkspeedup,self,,
,,,,buff_self,hp_downto,crdamup,self,,
,,,,buff_self,hp_downto,defup,self,,
,,,纏光勇者,buff_self,any,super_skill,self,,
,,,,buff_self,super_gauge_max,atkspeedup,self,,
ガシャ,K,128,骨化の真髄【壁】,against_debuff,any,guard_poison,self,,
,,,,against_debuff,any,guard_weaken,self,,
,,,,against_debuff,any,guard_undead,self,,
,,,,buff_self,union,defup,self,条件：戦,
,,,,heal,union,heal_cycle,self,条件：弓,
,,,骸骨騎士の防護術,buff_self,any,guardup,self,,
,,,,skillup,guard,skill_atkup,self,,
,,,,buff_self,guard,defup,self,,
カラ,A,119,骨化の真髄【射】,against_debuff,any,guard_poison,self,,
,,,,against_debuff,any,guard_weaken,self,,
,,,,against_debuff,any,guard_undead,self,,
,,,,buff_self,union,atkup,self,条件：戦,
,,,,buff_self,union,speedup,self,条件：騎,
,,,骸骨弓士の射撃術,buff_self,attack,atkup,self,,
,,,,add_debuff,attack,slow,enemy,,
,,,,add_debuff,add_slow,delayup,enemy,,
シャニ,M,161,真紅のヴァジュラ使い,combat,attack,combat,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,buff_all,own_skill,super_gauge_gain,all,,
,,,,buff_all,kill,super_gauge_gain,all,,
,,,第四小隊の頭脳,buff_all,others_skill,atkspeedup,all,スキル使用者が戦/魔　自身不可,
エティス,M,162,彷徨う黒衣,buff_self,in_move,invisible,self,,
,,,,buff_self,in_invisible,atkup,self,,
,,,,,,,,,
# 魔神ハハブ戦,,,,,,,,,
,,,,,,,,,
チウウェン,F,224,尽忠報帝,against_debuff,any,guard_slow,self,,
,,,,buff_self,boss_wave,atkspeedup,self,,
,,,豪放皿落,buff_self,any,atkup,self,,
,,,,buff_self,mana_lost,atkup,self,,
,,,,buff_self,others_skill,atkup,self,,
ハハブ,F,225,女帝気儘,mana,wave_start,slot_slow,resource,,
,,,,buff_self,any,atkup,self,クリティカル率と攻撃速度低下,
,,,置酒好戦,buff_self,weapon,atkup,self,条件：斬/拳,
,,,,buff_self,weapon,critup,self,条件：突/打,
,,,,buff_self,weapon,defup,self,条件：魔/弓/聖,
,,,,buff_self,weapon,crdamup,self,条件：銃/狙,
,,,,,,,,,
アミーナ,K,129,天才役者の勇者演戯,against_debuff,any,guard_down,self,,
,,,,buff_self,in_enemy_area,atkspeedup,self,,
,,,,buff_self,in_base_area,defup,self,,
,,,,heal,in_base_area,heal_cycle,self,,
,,,勇気が拓く勇者への道,buff_all,wave_start,defup,all,,
,,,,buff_all,wave_start,critup,all,,
,,,,buff_self,link,atkup,self,条件：2名以上,
,,,,,,,,,
# カジノディーラーフェス,,,,,,,,,
,,,,,,,,,
コモディア,F,226,副都カジノの支配人,buff_self,in_enemy_area,atkspeedup,self,,
,,,,buff_jobs,union,atkup,jobs,条件：戦/弓3名以上　対象：戦/弓,
,,,,resource,battle_end,goldup,resource,,
,,,デンジャーガール,against_debuff,any,reduce_poison,self,,
,,,,against_debuff,any,reduce_weaken,self,,
,,,,in_debuff,in_poison,speedup,self,,
,,,,in_debuff,in_weaken,speedup,self,,
,,,,in_debuff,in_blind,speedup,self,,
,,,,heal,in_debuff,heal_cycle,self,毒/衰弱/暗闇,
トリッシュ,A,120,罪のカジノを統べる者,buff_self,in_tail,atkspeedup,self,,
,,,,buff_jobs,union,atkup,jobs,条件：戦/弓3名以上　対象：戦/弓,
,,,,resource,battle_end,goldup,resource,,
,,,口付けのように甘い毒,add_debuff,attack,poison,enemy,,
,,,,add_debuff,add_poison,atkdefdown,enemy,,
,,,,in_debuff,in_poison,atkdefup,all,,
シース,F,227,敏腕ディーラー,buff_self,boss_wave,atkspeedup,self,,
,,,,buff_self,boss_wave,critup,self,,
,,,,mana,kill,mana_drop,resource,クリティカルの場合のみ,
,,,イカサマを見破る鉄拳,against_debuff,any,guard_slow,self,,
,,,,for_debuff,for_slow,atkup,self,,
,,,,mana,wave_start,slot_slow,resource,,
,,,,,,,,,
# レムレス島,,,,,,,,,
,,,,,,,,,
カラミティ,F,228,共感覚,mana,wave_start,slot_slow,resource,,
,,,,mana,wave_start,mana_boost,resource,,
,,,,field,in_cave,fullup,self,,
,,,,field,in_ruins,fullup,self,,
,,,歴史との対話,resource,battle_start,treasure,resource,,
,,,,buff_self,wave_start,atkspeedup,self,,
ブリジット,F,229,悪食の胃袋,in_debuff,in_poison,atkspeedup,self,,
,,,,in_debuff,in_weaken,atkspeedup,self,,
,,,,against_debuff,any,reduce_poison,self,,
,,,,against_debuff,any,reduce_weaken,self,,
,,,,buff_self,link,atkup,self,条件：2名以上,
,,,間食,buff_self,hp_downto,atkspeedup,self,防御力低下,
,,,,heal,wave_start,heal_self,self,,
リズベル,K,130,常在修行の心,resource,battle_end,expup,resource,,
,,,,mana,battle_start,mana_charge,resource,,
,,,,buff_self,in_combo,atkspeedup,self,,
,,,未来を繋ぐ剣,buff_self,in_front,defup,self,条件：2名以上,
,,,,heal,in_front,heal_cycle,self,条件：2名以上,
,,,,buff_self,own_skill,atkup,self,フィールドに敵が多いほど効果上昇,
ダスク,A,121,賞金稼ぎ,resource,battle_end,goldup,resource,,
,,,,buff_self,attack,single_shoot,self,,
,,,,buff_self,attack,atkup,self,,
,,,,pierce,kill,pierce,enemy,,
,,,餓狼の脅威,against_debuff,any,guard_blind,self,,
,,,,killup,kill,atkspeedup,self,,
,,,,buff_self,boss_wave,atkup,self,,
,,,,buff_self,boss_wave,critup,self,,
レイチェル・アナスタシア,M,163,大魔法使いの矜持,buff_self,union,atkup,self,条件：戦,
,,,,buff_self,union,defup,self,条件：騎,
,,,,buff_self,union,speedup,self,条件：僧,
,,,,buff_self,union,crdamup,self,条件：弓,
,,,,buff_self,union,critup,self,条件：自分以外の魔,
,,,大魔法使いの義務,buff_self,members_debuff,atkup,self,毒/衰弱/スロウ/暗闇,
,,,,mana,in_chain,mana_cost_down,self,2Chainで-1,
ストラッセ,M,164,疾風の赤猫,buff_self,any,atkspeedup,self,,
,,,,combat,attack,combat,self,近接攻撃が物理属性,
,,,,buff_self,combat,atkup,self,遠距離ダメージ低下,
,,,,buff_self,combat,delayoff,self,,
,,,スタンプ回収,against_debuff,any,guard_slow,self,,
,,,,mana,kill,mana_drop,resource,,
,,,,buff_self,mana_charged,atkup,self,,
,,,,,,,,,
キャロ,F,230,仲間との共闘,buff_jobs,union,atkspeedup,jobs,条件：戦＋騎　対象：戦/騎,
,,,,heal,in_base_area,heal_cycle,self,,
,,,誰かの為の英雄,invincible,dropout_self,invincible,self,,
,,,,heal,dropout_self,heal_self,self,,
,,,,buff_self,dropout_self,atkup,self,,
カロラッカ,K,131,鬼のひとにらみ,add_debuff,attack,slow,enemy,,
,,,,add_debuff,add_slow,defdown,enemy,,
,,,護る為の勇気,buff_jobs,union,atkspeedup,jobs,条件：戦＋騎　対象：戦/騎,
,,,,buff_self,in_enemy_area,defup,self,,
バッカス,A,122,一級の代用,for_debuff,for_slow,atkup,self,,
,,,,buff_self,any,critup,self,,
,,,,buff_self,hp_downto,critup,self,,
,,,前線の記憶,buff_self,any,defup,self,,
,,,,combat,attack,combat,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,buff_self,combat,atkup,self,,
トゥキリス,P,67,鉄拳制裁,buff_self,combat,delayoff,self,,
,,,,buff_self,combat,healdelayoff,self,,
,,,,buff_self,combat,atkup,self,,
,,,,buff_self,any,healup,self,,
,,,,skillup,any,skill_atkup,self,,
,,,探求者の観察眼,resource,battle_start,treasure,resource,,
,,,,heal,wave_start,heal_one,hp_worst,,
アステリア,M,165,正義執行魂,pierce,attack,pierce,enemy,,
,,,,buff_self,boss_wave,atkup,self,,
,,,正義魔法の絆,buff_jobs,any,atkup,magician,,
,,,,buff_self,in_rear,speedup,self,2名以上,
,,,,,,,,,
パウラ,F,231,プラス思考,in_debuff,in_poison,atkdefup,self,,
,,,,in_debuff,in_slow,atkdefup,self,,
,,,,in_debuff,in_blind,atkdefup,self,,
グレリア,F,232,再生,heal,any,heal_cycle,self,,
カワード,F,233,強気,buff_self,hp_upto,atkdefup,self,,
ディエゴ,F,234,覚醒,buff_self,hp_downto,atkdefup,self,,
スピラト,K,132,森林戦闘,field,in_forest,fullup,self,,
シウロン,K,133,吸血,heal,attack,absorb,self,,
チムニィ,K,134,守護者,buff_self,any,guardup,self,,
フォンダ,A,123,市街戦闘,field,in_town,fullup,self,,
,,,,field,in_castle,fullup,self,,
チチカ,A,124,手当,heal,wave_start,heal_one,hp_worst,,
スカーレット,A,125,マナの素養,mana,battle_start,mana_charge,resource,,
マハリシ,P,68,祝福,resource,battle_end,expup,resource,,
リージス,M,166,ボーンキラー,killer,vs_skeleton,atkup,self,,
アドベック,M,167,マナへの適応,buff_self,mana_droped,atkup,self,,
エルダー,M,168,炎の武器,element,attack,fire,self,,
,,,,,,,,,
# うたわれコラボ,,,,,,,,,
,,,,,,,,,
ハク,F,235,的確な戦術,buff_jobs,wave_start,atkup,fighter,,
,,,,buff_jobs,wave_start,critup,archer,,
,,,,buff_jobs,wave_start,speedup,magician,,
,,,,buff_jobs,wave_start,atkspeedup,healer,,
,,,,buff_jobs,wave_start,critup,healer,,
,,,士気向上＆起死回生,buff_all,any,atkspeedup,all,,
,,,,invincible,dropout_self,invincible,self,,
,,,,heal,dropout_self,heal_self,self,,
アトゥイ,F,236,海王の戦姫,element,attack,ice,self,,
,,,,counter,defend,counterattack,enemy,,
,,,,add_debuff,counter,down,enemy,,
,,,戦陣昂揚＆千里疾走の構え,buff_self,any,atkspeedup,self,,
,,,,killup,kill,atkspeedup,self,,
,,,,mana,kill,mana_drop,resource,,
クオン,P,69,精強な薬師,buff_self,any,atkspeedup,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,buff_self,any,healup,self,,
,,,,buff_self,combat,critup,self,,
,,,,buff_self,combat,healdelayoff,self,,
,,,,heal,wave_start,heal_one,hp_worst,,
,,,勇気の瞳＆不撓不屈,against_debuff,any,guard_poison,self,,
,,,,against_debuff,any,guard_weaken,self,,
,,,,buff_self,union,atkup,self,条件：戦,
,,,,buff_self,hp_downto,atkdefup,self,,
ネコネ,M,169,天才学士見習い,mana,battle_start,mana_charge,resource,僧マナも追加,
,,,,buff_self,mana_charged,atkup,self,,
